Customer ,Type,Branding,Status,"Number of 
Equipments",Number of doors
105524,Cooler,Soft Drinks,placed,1,1
108557,Cooler,Water,placed,1,1
108557,Cooler,Soft Drinks,placed,3,4
108623,Cooler,Water,placed,1,1
108623,Cooler,Soft Drinks,placed,3,"3,3"
111023,Cooler,Water,placed,1,1
111023,Cooler,Soft Drinks,placed,7,8
111023,Fountain,Soft Drinks,placed,6,0
108580,Cooler,Soft Drinks,placed,1,1
100546,Cooler,Soft Drinks,placed,2,"3,5"
100546,Cooler,Energy,placed,1,"0,7"
110882,Cooler,Water,placed,1,1
109163,Cooler,Water,placed,4,5
109163,Cooler,Soft Drinks,placed,3,3
109163,Dispenser,Water,placed,1,0
109113,Cooler,Soft Drinks,placed,1,1
109113,Cooler,Juice,placed,1,"0,3"
105241,Cooler,Energy,placed,1,"0,3"
108726,Cooler,Water,placed,1,1
101366,Cooler,Water,placed,1,"1,5"
101366,Cooler,Soft Drinks,placed,1,"0,3"
101366,Cooler,Energy,placed,1,1
107441,Cooler,Soft Drinks,placed,1,2
108579,Cooler,Juice,placed,1,1
102148,Cooler,Energy,placed,1,"0,7"
109130,Cooler,Soft Drinks,placed,2,2
107227,Cooler,Water,placed,5,8
107227,Cooler,Soft Drinks,placed,1,"0,7"
107227,Cooler,Soft Drinks,placed,1,2
107227,Cooler,Energy,placed,1,"0,7"
108485,Cooler,Juice,placed,1,1
109119,Cooler,Energy,placed,1,"0,7"
108724,Cooler,Soft Drinks,placed,1,"0,7"
109112,Cooler,Soft Drinks,placed,1,1
106613,Cooler,Soft Drinks,placed,1,1
109111,Cooler,Water,placed,1,1
109111,Cooler,Juice,placed,1,1
109111,Cooler,Energy,placed,1,"0,7"
105525,Cooler,Soft Drinks,placed,2,"1,3"
105526,Cooler,Juice,placed,1,1
108706,Cooler,Soft Drinks,placed,2,2
111067,Cooler,Soft Drinks,placed,3,"2,7"
111067,Cooler,Juice,placed,1,"0,7"
111067,Cooler,Energy,placed,1,"0,3"
111067,Fountain,Soft Drinks,placed,6,0
109177,Cooler,Soft Drinks,placed,1,"0,7"
109177,Cooler,Juice,placed,1,1
106373,Cooler,Juice,placed,1,"0,3"
108704,Cooler,Water,placed,1,1
108704,Cooler,Soft Drinks,placed,1,1
108482,Cooler,Water,placed,1,1
105213,Cooler,Soft Drinks,placed,1,1
109149,Cooler,Water,placed,1,1
109149,Cooler,Soft Drinks,placed,2,3
109149,Cooler,Juice,placed,1,"0,3"
108739,Cooler,Soft Drinks,placed,1,1
108737,Cooler,Water,placed,1,1
109182,Cooler,Soft Drinks,placed,1,1
108736,Cooler,Soft Drinks,placed,1,1
108735,Cooler,Water,placed,1,1
108586,Cooler,Soft Drinks,placed,3,3
104938,Cooler,Soft Drinks,placed,2,"1,8"
109728,Cooler,Juice,placed,1,1
108403,Cooler,Water,placed,1,1
108403,Cooler,Soft Drinks,placed,1,1
108403,Cooler,Juice,placed,2,2
108484,Cooler,Water,placed,1,1
108484,Cooler,Soft Drinks,placed,1,1
108486,Cooler,Water,placed,1,1
108486,Cooler,Soft Drinks,placed,2,3
108486,Cooler,Energy,placed,1,1
103400,Cooler,Water,placed,1,1
103400,Cooler,Soft Drinks,placed,1,2
100143,Cooler,Soft Drinks,placed,1,1
101248,Cooler,Soft Drinks,placed,1,2
106695,Cooler,Water,placed,1,"1,5"
106695,Cooler,Soft Drinks,placed,1,2
106695,Cooler,Energy,placed,1,"0,7"
101247,Cooler,Soft Drinks,placed,1,2
103701,Cooler,Soft Drinks,placed,1,1
103425,Cooler,Soft Drinks,placed,1,"1,5"
103424,Cooler,Soft Drinks,placed,1,2
104432,Cooler,Water,placed,1,1
104432,Cooler,Soft Drinks,placed,1,"1,5"
104028,Cooler,Soft Drinks,placed,1,2
105405,Cooler,Water,placed,1,1
105405,Cooler,Soft Drinks,placed,2,1
105405,Dispenser,Water,placed,1,0
110822,Cooler,Water,placed,2,2
110822,Cooler,Soft Drinks,placed,1,1
100182,Cooler,Water,placed,1,1
100182,Cooler,Soft Drinks,placed,1,"1,5"
100182,Cooler,Energy,placed,1,"0,7"
103975,Cooler,Water,placed,1,1
103975,Cooler,Soft Drinks,placed,1,2
103976,Cooler,Water,placed,1,"1,5"
103976,Cooler,Soft Drinks,placed,2,"3,5"
106721,Cooler,Water,placed,2,"2,5"
106721,Cooler,Soft Drinks,placed,1,1
106721,Cooler,Energy,placed,1,"0,7"
106721,Cooler,Energy,placed,1,"0,7"
104149,Cooler,Water,placed,2,2
104149,Cooler,Soft Drinks,placed,1,2
110697,Cooler,Soft Drinks,placed,1,1
104948,Cooler,Soft Drinks,placed,1,1
109331,Cooler,Soft Drinks,placed,1,1
111993,Cooler,Water,placed,1,1
111993,Cooler,Soft Drinks,placed,1,1
111993,Cooler,Energy,placed,1,"0,7"
103988,Cooler,Water,placed,3,"4,5"
103988,Cooler,Soft Drinks,placed,1,1
104581,Cooler,Soft Drinks,placed,1,2
112002,Cooler,Water,placed,1,1
112002,Cooler,Soft Drinks,placed,1,1
112002,Cooler,Energy,placed,1,"0,7"
112002,Cooler,Energy,placed,1,"0,7"
110019,Cooler,Soft Drinks,placed,1,1
107164,Cooler,Soft Drinks,placed,1,1
100768,Cooler,Soft Drinks,placed,1,1
109746,Cooler,Water,placed,2,2
109746,Cooler,Soft Drinks,placed,2,"1,3"
108059,Cooler,Water,placed,3,"3,5"
108059,Cooler,Soft Drinks,placed,1,"1,5"
100760,Cooler,Soft Drinks,placed,1,2
103414,Cooler,Soft Drinks,placed,1,2
103414,Cooler,Energy,placed,1,"0,7"
101155,Cooler,Water,placed,1,1
104037,Cooler,Soft Drinks,placed,1,2
103382,Cooler,Soft Drinks,placed,1,1
106680,Cooler,Water,placed,1,1
106680,Cooler,Soft Drinks,placed,1,2
100774,Cooler,Soft Drinks,placed,2,"2,5"
100774,Cooler,Energy,placed,1,"0,7"
103672,Cooler,Soft Drinks,placed,1,2
103385,Cooler,Soft Drinks,placed,1,"1,5"
103385,Cooler,Energy,placed,1,"0,7"
106687,Cooler,Water,placed,2,2
106687,Cooler,Soft Drinks,placed,1,2
106687,Cooler,Energy,placed,1,"0,7"
100770,Cooler,Water,placed,1,1
103683,Cooler,Soft Drinks,placed,1,"1,5"
107082,Cooler,Soft Drinks,placed,1,1
107734,Cooler,Soft Drinks,placed,5,"3,6"
103573,Cooler,Water,placed,2,2
103573,Cooler,Soft Drinks,placed,1,1
103573,Cooler,Energy,placed,2,"1,4"
111687,Cooler,Soft Drinks,placed,2,"2,5"
105227,Cooler,Soft Drinks,placed,1,"1,5"
101378,Cooler,Soft Drinks,placed,2,"1,3"
101378,Cooler,Energy,placed,1,"0,3"
110873,Cooler,Water,placed,1,1
110873,Cooler,Soft Drinks,placed,3,4
110873,Cooler,Juice,placed,1,1
107428,Cooler,Water,placed,1,1
107428,Cooler,Soft Drinks,placed,2,2
107428,Cooler,Juice,placed,1,1
111673,Cooler,Soft Drinks,placed,1,1
111673,Dispenser,Water,placed,1,0
108487,Cooler,Soft Drinks,placed,1,1
110875,Cooler,Water,placed,2,2
110097,Cooler,Water,placed,1,1
110097,Cooler,Soft Drinks,placed,1,1
108554,Cooler,Water,placed,1,2
111697,Cooler,Soft Drinks,placed,1,1
111774,Cooler,Juice,placed,1,1
107909,Cooler,Soft Drinks,placed,1,1
100522,Cooler,Water,placed,2,2
100522,Cooler,Soft Drinks,placed,3,3
108858,Cooler,Water,placed,1,1
108858,Cooler,Soft Drinks,placed,1,1
108858,Cooler,Energy,placed,1,"0,3"
106788,Cooler,Soft Drinks,placed,1,1
106788,Fountain,Soft Drinks,placed,1,0
104067,Cooler,Soft Drinks,placed,2,"2,5"
108913,Cooler,Soft Drinks,placed,1,1
106286,Cooler,Soft Drinks,placed,1,"1,5"
108488,Cooler,Soft Drinks,placed,1,1
100532,Cooler,Water,placed,2,"2,5"
100532,Cooler,Soft Drinks,placed,1,2
105986,Cooler,Soft Drinks,placed,1,1
108588,Cooler,Soft Drinks,placed,1,1
105573,Cooler,Soft Drinks,placed,2,"1,3"
100563,Cooler,Soft Drinks,placed,1,2
109536,Cooler,Soft Drinks,placed,1,1
109871,Cooler,Soft Drinks,placed,1,1
103793,Cooler,Energy,placed,1,"0,7"
100855,Cooler,Water,placed,1,"1,5"
100855,Cooler,Soft Drinks,placed,1,2
102368,Cooler,Soft Drinks,placed,1,2
105139,Cooler,Water,placed,1,1
105139,Cooler,Soft Drinks,placed,1,"0,7"
109985,Cooler,Soft Drinks,placed,1,1
109986,Cooler,Water,placed,1,1
109986,Cooler,Energy,placed,1,"0,7"
103380,Cooler,Energy,placed,1,1
109786,Cooler,Water,placed,3,3
109786,Cooler,Soft Drinks,placed,3,3
109786,Dispenser,Water,placed,1,0
100435,Cooler,Soft Drinks,placed,1,1
107148,Cooler,Water,placed,1,1
107148,Cooler,Soft Drinks,placed,2,2
107148,Cooler,Energy,placed,1,"0,7"
109544,Cooler,Soft Drinks,placed,1,1
100553,Cooler,Water,placed,1,1
100553,Cooler,Soft Drinks,placed,2,"3,5"
103469,Cooler,Soft Drinks,placed,1,"1,5"
103469,Cooler,Energy,placed,1,"0,7"
111066,Fountain,Soft Drinks,placed,15,0
111073,Cooler,Soft Drinks,placed,2,2
111073,Fountain,Soft Drinks,placed,7,0
107454,Cooler,Soft Drinks,placed,1,1
103471,Cooler,Soft Drinks,placed,1,"1,5"
107916,Cooler,Water,placed,1,1
107916,Cooler,Soft Drinks,placed,1,1
100552,Cooler,Soft Drinks,placed,3,"4,5"
108556,Cooler,Soft Drinks,placed,1,1
111776,Cooler,Soft Drinks,placed,1,2
107732,Cooler,Water,placed,1,1
107732,Cooler,Soft Drinks,placed,1,1
107732,Cooler,Juice,placed,2,2
107748,Cooler,Soft Drinks,placed,1,1
111345,Cooler,Soft Drinks,placed,2,"2,5"
111345,Cooler,Energy,placed,2,1
101246,Cooler,Water,placed,2,2
101246,Cooler,Soft Drinks,placed,1,2
107147,Cooler,Soft Drinks,placed,1,1
100551,Cooler,Soft Drinks,placed,2,2
100551,Cooler,Energy,placed,1,"0,7"
105577,Cooler,Soft Drinks,placed,3,"3,8"
106689,Cooler,Water,placed,1,1
106689,Cooler,Soft Drinks,placed,1,2
106689,Cooler,Energy,placed,1,"0,7"
104237,Cooler,Water,placed,1,"1,5"
104237,Cooler,Soft Drinks,placed,1,"1,5"
104471,Cooler,Soft Drinks,placed,2,4
104471,Cooler,Energy,placed,1,"0,7"
104471,Cooler,Energy,placed,1,"0,7"
101232,Cooler,Soft Drinks,placed,1,2
103433,Cooler,Water,placed,1,1
103433,Cooler,Soft Drinks,placed,1,1
100797,Cooler,Water,placed,1,"1,5"
103480,Cooler,Soft Drinks,placed,1,2
103479,Cooler,Soft Drinks,placed,1,"1,5"
101268,Cooler,Soft Drinks,placed,1,1
103478,Cooler,Water,placed,2,2
103478,Cooler,Soft Drinks,placed,1,2
103478,Cooler,Energy,placed,1,"0,7"
103478,Cooler,Energy,placed,1,"0,7"
103477,Cooler,Water,placed,1,1
103477,Cooler,Soft Drinks,placed,2,3
103477,Cooler,Energy,placed,1,"0,7"
101275,Cooler,Water,placed,1,"1,5"
101275,Cooler,Soft Drinks,placed,1,"1,5"
103475,Cooler,Soft Drinks,placed,1,"1,5"
101235,Cooler,Soft Drinks,placed,2,3
103474,Cooler,Water,placed,1,"1,5"
103474,Cooler,Soft Drinks,placed,1,1
103474,Cooler,Energy,placed,1,"0,7"
103473,Cooler,Water,placed,2,"2,5"
103473,Cooler,Energy,placed,1,"0,7"
111967,Cooler,Soft Drinks,placed,1,1
103495,Cooler,Soft Drinks,placed,1,"1,5"
103454,Cooler,Water,placed,1,1
103454,Cooler,Soft Drinks,placed,1,2
103497,Cooler,Water,placed,1,"1,5"
103497,Cooler,Soft Drinks,placed,1,"1,5"
104446,Cooler,Soft Drinks,placed,1,"1,5"
102366,Cooler,Water,placed,2,3
102366,Cooler,Soft Drinks,placed,2,3
102366,Cooler,Energy,placed,1,"0,7"
100550,Cooler,Soft Drinks,placed,2,"3,5"
109803,Cooler,Water,placed,1,1
109803,Cooler,Soft Drinks,placed,1,1
104809,Cooler,Soft Drinks,placed,1,1
104809,Cooler,Energy,placed,1,"0,3"
110235,Cooler,Soft Drinks,placed,1,1
110235,Cooler,Soft Drinks,placed,1,1
104810,Cooler,Soft Drinks,placed,1,1
105854,Cooler,Soft Drinks,placed,1,1
104484,Cooler,Soft Drinks,placed,1,1
107542,Cooler,Soft Drinks,placed,1,1
101287,Cooler,Soft Drinks,placed,1,"1,5"
100064,Cooler,Soft Drinks,placed,1,1
107369,Cooler,Water,placed,3,3
107369,Cooler,Soft Drinks,placed,1,1
108638,Cooler,Water,placed,1,1
108638,Cooler,Soft Drinks,placed,1,1
108638,Cooler,Soft Drinks,placed,1,1
107534,Cooler,Soft Drinks,placed,3,4
107534,Cooler,Juice,placed,1,1
105057,Cooler,Water,placed,2,2
105057,Cooler,Soft Drinks,placed,2,3
107537,Cooler,Juice,placed,1,1
100050,Cooler,Juice,placed,1,1
104036,Cooler,Soft Drinks,placed,1,2
110612,Cooler,Water,placed,1,1
110612,Cooler,Soft Drinks,placed,1,1
107162,Cooler,Soft Drinks,placed,1,1
109715,Cooler,Water,placed,1,1
109715,Cooler,Soft Drinks,placed,1,1
109715,Cooler,Juice,placed,1,1
105766,Cooler,Soft Drinks,placed,1,1
102355,Cooler,Water,placed,1,"1,5"
102355,Cooler,Soft Drinks,placed,1,2
101023,Cooler,Water,placed,1,1
101023,Cooler,Soft Drinks,placed,1,"1,5"
103676,Cooler,Soft Drinks,placed,1,1
107412,Cooler,Water,placed,1,1
107412,Cooler,Soft Drinks,placed,3,"3,5"
107412,Cooler,Energy,placed,2,"0,6"
109747,Cooler,Soft Drinks,placed,12,"9,2"
109747,Cooler,Juice,placed,1,1
109747,Cooler,Energy,placed,1,1
109747,Fountain,Soft Drinks,placed,3,0
110776,Cooler,Soft Drinks,placed,3,3
109454,Cooler,Soft Drinks,placed,1,1
105553,Cooler,Energy,placed,2,2
109120,Cooler,Water,placed,1,1
107915,Cooler,Soft Drinks,placed,1,1
101379,Cooler,Soft Drinks,placed,1,1
112076,Cooler,Soft Drinks,placed,1,"0,3"
100549,Cooler,Water,placed,3,"5,5"
100549,Cooler,Soft Drinks,placed,3,5
100549,Cooler,Energy,placed,1,"0,7"
104240,Cooler,Water,placed,1,"1,5"
109916,Cooler,Soft Drinks,placed,1,1
100209,Cooler,Energy,placed,1,"0,7"
106976,Cooler,Water,placed,1,1
106976,Cooler,Soft Drinks,placed,1,2
103514,Cooler,Soft Drinks,placed,3,"4,5"
103514,Cooler,Energy,placed,1,"0,7"
101280,Cooler,Soft Drinks,placed,1,2
112000,Cooler,Soft Drinks,placed,1,1
100777,Cooler,Soft Drinks,placed,1,2
110170,Cooler,Soft Drinks,placed,1,1
105549,Cooler,Soft Drinks,placed,1,"0,7"
111989,Cooler,Water,placed,2,2
111989,Cooler,Soft Drinks,placed,1,1
111989,Cooler,Energy,placed,1,"0,7"
111989,Cooler,Energy,placed,1,"0,7"
104464,Cooler,Soft Drinks,placed,1,"1,5"
110039,Cooler,Soft Drinks,placed,1,"0,7"
100548,Cooler,Soft Drinks,placed,1,2
105533,Cooler,Soft Drinks,placed,1,1
104034,Cooler,Water,placed,1,"1,5"
104034,Cooler,Soft Drinks,placed,1,"0,3"
104034,Cooler,Energy,placed,1,"0,7"
107536,Cooler,Water,placed,1,1
101380,Cooler,Soft Drinks,placed,4,"1,9"
101383,Cooler,Soft Drinks,placed,3,"0,9"
101383,Cooler,Soft Drinks,placed,7,"5,4"
108509,Cooler,Soft Drinks,placed,2,2
108509,Cooler,Juice,placed,1,1
105769,Cooler,Soft Drinks,placed,1,1
107436,Cooler,Soft Drinks,placed,1,1
108055,Cooler,Water,placed,2,"2,5"
108055,Cooler,Soft Drinks,placed,2,2
107899,Cooler,Soft Drinks,placed,3,"2,3"
108973,Cooler,Soft Drinks,placed,1,"1,5"
110872,Cooler,Water,placed,1,"1,5"
110872,Cooler,Soft Drinks,placed,3,"2,8"
110872,Dispenser,Water,placed,1,0
107897,Cooler,Soft Drinks,placed,1,1
108510,Cooler,Water,placed,1,1
108510,Cooler,Soft Drinks,placed,1,"1,5"
108851,Cooler,Soft Drinks,placed,1,2
107161,Cooler,Water,placed,1,"1,5"
107161,Cooler,Soft Drinks,placed,2,3
105999,Cooler,Soft Drinks,placed,1,1
104941,Cooler,Soft Drinks,placed,1,1
109170,Cooler,Soft Drinks,placed,1,2
103500,Cooler,Water,placed,2,"2,5"
104943,Cooler,Soft Drinks,placed,1,1
103978,Cooler,Water,placed,1,1
109537,Cooler,Soft Drinks,placed,1,1
102374,Cooler,Water,placed,1,1
102374,Cooler,Soft Drinks,placed,1,2
101004,Cooler,Water,placed,1,1
101004,Cooler,Soft Drinks,placed,1,2
101004,Cooler,Energy,placed,1,"0,7"
104181,Cooler,Water,placed,2,2
104181,Cooler,Soft Drinks,placed,1,1
102187,Cooler,Soft Drinks,placed,1,2
104252,Cooler,Water,placed,2,"2,5"
104241,Cooler,Soft Drinks,placed,1,2
110446,Fountain,Soft Drinks,placed,2,0
110446,Dispenser,Water,placed,1,0
107535,Cooler,Soft Drinks,placed,1,1
107535,Cooler,Juice,placed,1,1
105226,Cooler,Soft Drinks,placed,1,1
110919,Cooler,Juice,placed,1,"0,7"
110919,Dispenser,Water,placed,1,0
105937,Cooler,Soft Drinks,placed,1,2
105991,Cooler,Soft Drinks,placed,1,1
105991,Cooler,Energy,placed,1,1
111070,Cooler,Soft Drinks,placed,3,"2,7"
111070,Fountain,Soft Drinks,placed,3,0
103911,Cooler,Soft Drinks,placed,1,"1,5"
106889,Cooler,Water,placed,2,2
106889,Cooler,Soft Drinks,placed,2,"0,6"
106889,Cooler,Soft Drinks,placed,5,"4,4"
106889,Dispenser,Water,placed,1,0
100497,Cooler,Soft Drinks,placed,1,2
100497,Cooler,Energy,placed,1,"0,7"
104944,Cooler,Soft Drinks,placed,2,2
111805,Cooler,Soft Drinks,placed,1,1
105161,Cooler,Soft Drinks,placed,1,1
105161,Cooler,Juice,placed,1,"0,7"
108905,Cooler,Soft Drinks,placed,1,1
109725,Cooler,Soft Drinks,placed,1,1
106777,Cooler,Soft Drinks,placed,2,2
108201,Cooler,Soft Drinks,placed,1,1
111445,Cooler,Soft Drinks,placed,1,1
106488,Cooler,Soft Drinks,placed,1,1
111021,Cooler,Soft Drinks,placed,1,1
106813,Cooler,Soft Drinks,placed,1,"0,3"
107106,Cooler,Soft Drinks,placed,1,1
107714,Cooler,Water,placed,1,"1,5"
107714,Cooler,Soft Drinks,placed,2,"2,5"
108581,Cooler,Water,placed,1,1
108859,Cooler,Water,placed,1,1
108859,Cooler,Soft Drinks,placed,1,1
108843,Cooler,Soft Drinks,placed,2,"1,3"
109174,Cooler,Water,placed,2,2
109174,Cooler,Soft Drinks,placed,1,1
109174,Cooler,Juice,placed,1,1
100990,Cooler,Water,placed,3,"4,5"
102358,Cooler,Water,placed,1,2
102358,Cooler,Soft Drinks,placed,1,"1,5"
109738,Cooler,Water,placed,1,2
108199,Cooler,Water,placed,1,1
108199,Cooler,Soft Drinks,placed,1,"1,5"
108199,Dispenser,Water,placed,2,0
107913,Cooler,Soft Drinks,placed,1,1
105221,Cooler,Soft Drinks,placed,1,1
109231,Cooler,Soft Drinks,placed,2,3
111980,Cooler,Water,placed,1,1
111980,Cooler,Soft Drinks,placed,1,"1,5"
106853,Cooler,Soft Drinks,placed,1,1
103677,Cooler,Water,placed,1,"1,5"
112110,Cooler,Juice,placed,1,"0,3"
105556,Cooler,Water,placed,1,1
107413,Cooler,Soft Drinks,placed,1,"0,7"
107414,Cooler,Soft Drinks,placed,1,1
107907,Cooler,Soft Drinks,placed,1,1
104183,Cooler,Soft Drinks,placed,1,2
108166,Cooler,Water,placed,3,3
108166,Cooler,Soft Drinks,placed,1,2
108166,Cooler,Energy,placed,1,"0,7"
100510,Cooler,Water,placed,1,"1,5"
100510,Cooler,Soft Drinks,placed,1,2
105388,Cooler,Soft Drinks,placed,1,"0,7"
110909,Cooler,Water,placed,1,1
110909,Cooler,Soft Drinks,placed,2,"2,5"
101381,Cooler,Water,placed,1,1
105529,Cooler,Soft Drinks,placed,2,1
105529,Cooler,Juice,placed,1,"0,3"
109711,Cooler,Soft Drinks,placed,1,1
111247,Cooler,Water,placed,2,2
111247,Cooler,Soft Drinks,placed,3,3
111247,Cooler,Juice,placed,3,3
111247,Dispenser,Water,placed,1,0
106303,Cooler,Water,placed,1,"1,5"
106303,Cooler,Soft Drinks,placed,3,4
104118,Cooler,Water,placed,1,1
104118,Cooler,Soft Drinks,placed,1,1
108538,Cooler,Soft Drinks,placed,1,1
102218,Cooler,Water,placed,2,3
102218,Cooler,Soft Drinks,placed,1,2
102218,Cooler,Energy,placed,1,"0,7"
100509,Cooler,Soft Drinks,placed,1,"1,5"
101003,Cooler,Soft Drinks,placed,1,1
101003,Cooler,Energy,placed,1,"0,7"
105352,Cooler,Soft Drinks,placed,1,1
109719,Cooler,Soft Drinks,placed,1,1
108170,Cooler,Soft Drinks,placed,1,2
104117,Cooler,Water,placed,3,"4,5"
108605,Cooler,Soft Drinks,placed,2,2
100772,Cooler,Water,placed,1,1
100772,Cooler,Soft Drinks,placed,1,"1,5"
109188,Cooler,Juice,placed,1,1
106859,Cooler,Water,placed,1,"1,5"
106955,Cooler,Water,placed,1,"1,5"
106955,Cooler,Soft Drinks,placed,1,2
109907,Cooler,Soft Drinks,placed,1,"0,7"
108541,Cooler,Water,placed,4,4
108541,Cooler,Soft Drinks,placed,3,4
108541,Cooler,Juice,placed,1,1
108541,Dispenser,Water,placed,1,0
109740,Cooler,Soft Drinks,placed,1,1
105155,Cooler,Soft Drinks,placed,1,1
112009,Cooler,Soft Drinks,placed,1,"1,5"
112072,Cooler,Soft Drinks,placed,3,3
109782,Cooler,Soft Drinks,placed,2,3
105390,Cooler,Soft Drinks,placed,2,"1,7"
105390,Cooler,Energy,placed,1,"0,3"
100909,Cooler,Water,placed,1,1
100909,Cooler,Soft Drinks,placed,1,1
111840,Cooler,Soft Drinks,placed,1,1
107908,Cooler,Water,placed,1,1
107908,Cooler,Soft Drinks,placed,1,1
100776,Cooler,Water,placed,1,1
100776,Cooler,Soft Drinks,placed,1,"1,5"
109340,Cooler,Water,placed,1,1
109340,Cooler,Soft Drinks,placed,1,2
102249,Cooler,Soft Drinks,placed,1,"1,5"
103486,Cooler,Water,placed,1,"1,5"
103486,Cooler,Soft Drinks,placed,1,2
103486,Cooler,Energy,placed,1,"0,7"
103486,Cooler,Energy,placed,1,"0,7"
106597,Cooler,Soft Drinks,placed,1,1
106597,Dispenser,Water,placed,1,0
100180,Cooler,Soft Drinks,placed,1,1
107539,Cooler,Soft Drinks,placed,1,1
110753,Cooler,Soft Drinks,placed,1,"0,3"
102252,Cooler,Water,placed,1,1
102252,Cooler,Soft Drinks,placed,1,1
103924,Cooler,Soft Drinks,placed,1,2
104070,Cooler,Soft Drinks,placed,1,"1,5"
104159,Cooler,Water,placed,1,"1,5"
104159,Cooler,Soft Drinks,placed,1,"1,5"
110042,Cooler,Soft Drinks,placed,1,"0,3"
104116,Cooler,Water,placed,1,1
104116,Cooler,Soft Drinks,placed,1,2
105895,Cooler,Soft Drinks,placed,1,2
101238,Cooler,Soft Drinks,placed,1,"1,5"
107753,Cooler,Water,placed,1,1
107753,Cooler,Soft Drinks,placed,3,"2,7"
102211,Cooler,Water,placed,1,1
102211,Cooler,Soft Drinks,placed,1,2
111094,Cooler,Water,placed,1,1
111094,Fountain,Soft Drinks,placed,4,0
102189,Cooler,Water,placed,1,"1,5"
102189,Cooler,Soft Drinks,placed,2,"3,5"
110014,Cooler,Water,placed,1,1
110014,Cooler,Soft Drinks,placed,1,1
100560,Cooler,Water,placed,3,6
100560,Cooler,Soft Drinks,placed,1,"0,7"
108293,Cooler,Water,placed,1,1
108293,Cooler,Soft Drinks,placed,2,"2,5"
101044,Cooler,Soft Drinks,placed,2,2
104952,Cooler,Soft Drinks,placed,1,1
111093,Fountain,Soft Drinks,placed,7,0
100198,Cooler,Soft Drinks,placed,1,1
103506,Cooler,Water,placed,1,"1,5"
103506,Cooler,Soft Drinks,placed,1,"1,5"
106720,Cooler,Water,placed,1,1
106720,Cooler,Soft Drinks,placed,2,4
106720,Cooler,Energy,placed,1,"0,7"
100445,Cooler,Soft Drinks,placed,1,2
100061,Cooler,Soft Drinks,placed,1,1
105348,Cooler,Soft Drinks,placed,1,1
110655,Cooler,Water,placed,1,1
110655,Cooler,Soft Drinks,placed,1,1
109557,Cooler,Water,placed,1,1
109557,Cooler,Soft Drinks,placed,2,2
102361,Cooler,Water,placed,1,"1,5"
102361,Cooler,Soft Drinks,placed,1,2
108827,Cooler,Water,placed,1,1
108821,Cooler,Water,placed,1,"1,5"
104923,Cooler,Soft Drinks,placed,1,1
100863,Cooler,Water,placed,1,"1,5"
100863,Cooler,Soft Drinks,placed,1,2
111503,Cooler,Water,placed,2,2
111503,Cooler,Soft Drinks,placed,1,"1,5"
111588,Cooler,Water,placed,1,1
111588,Cooler,Soft Drinks,placed,1,1
105253,Cooler,Water,placed,1,1
109543,Cooler,Soft Drinks,placed,1,"0,7"
102223,Cooler,Soft Drinks,placed,2,"3,5"
102223,Cooler,Energy,placed,1,"0,7"
109040,Cooler,Soft Drinks,placed,2,2
100062,Cooler,Soft Drinks,placed,2,"2,7"
110165,Cooler,Water,placed,1,1
110165,Cooler,Soft Drinks,placed,1,1
100559,Cooler,Water,placed,1,1
100559,Cooler,Soft Drinks,placed,1,2
100244,Cooler,Juice,placed,1,1
109091,Cooler,Water,placed,1,2
109091,Cooler,Soft Drinks,placed,1,2
111022,Cooler,Soft Drinks,placed,2,2
111022,Fountain,Soft Drinks,placed,9,0
111022,Dispenser,Water,placed,2,0
106770,Cooler,Soft Drinks,placed,3,"2,1"
106770,Fountain,Soft Drinks,placed,5,0
106770,Dispenser,Water,placed,1,0
108051,Cooler,Water,placed,3,3
111522,Cooler,Juice,placed,1,"0,7"
111522,Dispenser,Water,placed,1,0
107429,Cooler,Soft Drinks,placed,1,1
104945,Cooler,Water,placed,1,1
104945,Cooler,Soft Drinks,placed,1,1
104945,Cooler,Soft Drinks,placed,1,1
109451,Cooler,Soft Drinks,placed,2,2
106390,Cooler,Water,placed,1,1
105157,Cooler,Soft Drinks,placed,1,"0,3"
105157,Cooler,Soft Drinks,placed,2,"2,3"
105398,Cooler,Soft Drinks,placed,1,"0,7"
106963,Cooler,Water,placed,1,1
108543,Cooler,Soft Drinks,placed,1,"1,5"
107477,Cooler,Soft Drinks,placed,1,2
107949,Cooler,Water,placed,1,1
107949,Cooler,Soft Drinks,placed,1,1
106796,Cooler,Soft Drinks,placed,1,1
108545,Cooler,Soft Drinks,placed,1,1
107190,Cooler,Water,placed,2,"2,5"
107190,Cooler,Soft Drinks,placed,1,2
107190,Cooler,Energy,placed,1,"0,7"
106793,Cooler,Soft Drinks,placed,1,1
109735,Cooler,Soft Drinks,placed,1,"1,5"
105373,Cooler,Water,placed,1,1
105373,Cooler,Soft Drinks,placed,1,"0,7"
104951,Cooler,Water,placed,1,1
104951,Cooler,Soft Drinks,placed,1,"0,3"
104951,Cooler,Soft Drinks,placed,2,2
107435,Cooler,Soft Drinks,placed,1,1
105791,Cooler,Water,placed,1,1
105791,Cooler,Soft Drinks,placed,1,2
109561,Cooler,Soft Drinks,placed,1,1
108532,Cooler,Soft Drinks,placed,5,"6,5"
108532,Cooler,Juice,placed,1,1
106722,Cooler,Water,placed,1,"1,5"
106722,Cooler,Soft Drinks,placed,2,"3,5"
106722,Cooler,Energy,placed,1,"0,7"
