Customer ,Type,Branding,Status,"Number of 
Equipments",Number of doors
111234,Cooler,Water,placed,5,5
109282,Cooler,Soft Drinks,placed,1,1
108990,Cooler,Soft Drinks,placed,1,1
108990,Cooler,Juice,placed,1,1
109398,Cooler,Water,placed,1,1
107504,Coffee,Coffee ,placed,4,0
107504,Cooler,Water,placed,1,1
107504,Cooler,Soft Drinks,placed,1,"0,7"
107506,Cooler,Water,placed,3,4
107506,Cooler,Soft Drinks,placed,3,4
110643,Cooler,Soft Drinks,placed,1,1
110127,Cooler,Soft Drinks,placed,1,"1,5"
110127,Cooler,Energy,placed,1,"0,7"
110148,Cooler,Soft Drinks,placed,1,1
109720,Cooler,Soft Drinks,placed,1,"0,7"
105351,Cooler,Water,placed,1,"1,5"
111306,Cooler,Soft Drinks,placed,1,1
110807,Cooler,Soft Drinks,placed,1,1
110550,Cooler,Water,placed,1,1
104940,Dispenser,Water,placed,1,0
107211,Cooler,Soft Drinks,placed,1,1
107400,Cooler,Juice,placed,1,1
108428,Cooler,Soft Drinks,placed,2,2
112073,Fountain,Soft Drinks,placed,1,0
109951,Cooler,Juice,placed,1,1
110041,Cooler,Soft Drinks,placed,2,1
106832,Cooler,Soft Drinks,placed,1,2
109033,Cooler,Water,placed,3,5
109033,Fountain,Soft Drinks,placed,1,0
109954,Cooler,Water,placed,1,1
109541,Cooler,Soft Drinks,placed,1,1
111276,Cooler,Soft Drinks,placed,1,2
111308,Cooler,Water,placed,1,1
109360,Cooler,Water,placed,1,1
109360,Cooler,Soft Drinks,placed,1,1
110690,Cooler,Water,placed,2,"2,5"
110690,Cooler,Soft Drinks,placed,3,4
106763,Cooler,Soft Drinks,placed,1,1
110621,Cooler,Soft Drinks,placed,2,"1,4"
110621,Fountain,Soft Drinks,placed,1,0
110621,Fountain,Soft Drinks,placed,1,0
110621,Dispenser,Water,placed,1,0
106400,Coffee,Coffee ,placed,3,0
106400,Cooler,Soft Drinks,placed,1,"0,7"
110722,Cooler,Water,placed,2,2
110722,Cooler,Soft Drinks,placed,1,1
105073,Cooler,Soft Drinks,placed,1,1
111471,Cooler,Water,placed,1,1
111471,Cooler,Soft Drinks,placed,1,1
108999,Cooler,Soft Drinks,placed,1,1
110138,Cooler,Soft Drinks,placed,3,"3,5"
105492,Cooler,Water,placed,1,1
105492,Cooler,Soft Drinks,placed,1,1
105848,Cooler,Soft Drinks,placed,1,1
109355,Cooler,Juice,placed,1,"0,7"
107434,Cooler,Soft Drinks,placed,1,1
107430,Cooler,Soft Drinks,placed,1,1
108601,Cooler,Juice,placed,1,1
105310,Cooler,Water,placed,1,"1,5"
105310,Cooler,Soft Drinks,placed,1,"0,3"
105310,Cooler,Soft Drinks,placed,2,"1,7"
108595,Cooler,Water,placed,1,1
109612,Cooler,Water,placed,1,1
109612,Cooler,Energy,placed,1,"0,7"
111800,Cooler,Water,placed,1,1
111800,Cooler,Soft Drinks,placed,1,1
110817,Cooler,Soft Drinks,placed,1,1
105706,Cooler,Water,placed,1,1
105706,Cooler,Soft Drinks,placed,1,1
101358,Cooler,Soft Drinks,placed,1,1
105136,Coffee,Coffee ,placed,2,0
105136,Cooler,Soft Drinks,placed,3,"2,1"
107360,Cooler,Soft Drinks,placed,1,1
107404,Cooler,Soft Drinks,placed,2,3
107404,Dispenser,Water,placed,1,0
101321,Cooler,Soft Drinks,placed,3,"2,5"
107372,Cooler,Water,placed,1,1
107372,Cooler,Soft Drinks,placed,3,4
107372,Dispenser,Water,placed,2,0
108983,Cooler,Water,placed,1,1
108983,Cooler,Soft Drinks,placed,2,3
108983,Fountain,Soft Drinks,placed,2,0
108983,Dispenser,Water,placed,2,0
104970,Cooler,Soft Drinks,placed,1,2
111814,Cooler,Soft Drinks,placed,1,1
110286,Cooler,Soft Drinks,placed,1,"0,7"
105628,Cooler,Soft Drinks,placed,1,1
107529,Cooler,Soft Drinks,placed,7,"6,1"
107529,Cooler,Juice,placed,1,1
109042,Cooler,Soft Drinks,placed,1,1
104812,Cooler,Soft Drinks,placed,1,1
111302,Cooler,Soft Drinks,placed,1,1
111302,Fountain,Soft Drinks,placed,1,0
110185,Cooler,Water,placed,2,"2,5"
110185,Cooler,Soft Drinks,placed,3,"2,3"
105964,Cooler,Soft Drinks,placed,3,3
105964,Cooler,Juice,placed,1,1
110844,Cooler,Soft Drinks,placed,4,"2,7"
105839,Cooler,Soft Drinks,placed,1,"1,5"
109043,Cooler,Soft Drinks,placed,1,1
107516,Cooler,Soft Drinks,placed,1,"0,7"
108673,Cooler,Soft Drinks,placed,1,"0,3"
110554,Cooler,Water,placed,1,1
106364,Cooler,Soft Drinks,placed,1,"1,5"
111295,Cooler,Soft Drinks,placed,2,2
110680,Cooler,Soft Drinks,placed,3,4
108161,Cooler,Soft Drinks,placed,1,2
109652,Cooler,Soft Drinks,placed,1,"0,7"
110856,Cooler,Water,placed,2,2
110856,Cooler,Soft Drinks,placed,1,1
105880,Cooler,Soft Drinks,placed,1,1
109435,Coffee,Coffee ,placed,2,0
109435,Cooler,Water,placed,1,1
111313,Cooler,Water,placed,3,3
111313,Cooler,Soft Drinks,placed,1,2
111683,Cooler,Soft Drinks,placed,4,6
105311,Cooler,Water,placed,1,1
105311,Cooler,Soft Drinks,placed,1,1
110854,Cooler,Water,placed,1,1
110854,Cooler,Soft Drinks,placed,1,1
105369,Cooler,Soft Drinks,placed,1,1
109559,Cooler,Soft Drinks,placed,1,"0,7"
106431,Cooler,Soft Drinks,placed,1,"0,7"
109941,Cooler,Soft Drinks,placed,1,1
109326,Cooler,Soft Drinks,placed,1,1
111599,Cooler,Water,placed,1,1
111599,Cooler,Soft Drinks,placed,2,3
109855,Cooler,Soft Drinks,placed,1,1
104978,Cooler,Water,placed,1,1
104935,Cooler,Soft Drinks,placed,1,"0,7"
109533,Coffee,Coffee ,placed,2,0
109533,Cooler,Soft Drinks,placed,1,"0,7"
110289,Cooler,Soft Drinks,placed,1,1
107521,Cooler,Water,placed,1,1
107521,Cooler,Soft Drinks,placed,4,"4,5"
107521,Dispenser,Water,placed,2,0
104886,Cooler,Soft Drinks,placed,1,1
104886,Dispenser,Water,placed,1,0
109379,Cooler,Soft Drinks,placed,1,"0,7"
105507,Cooler,Soft Drinks,placed,2,"1,3"
105507,Cooler,Energy,placed,1,"0,3"
101939,Cooler,Soft Drinks,placed,2,4
109353,Cooler,Soft Drinks,placed,3,4
105170,Coffee,Coffee ,placed,1,0
105170,Cooler,Water,placed,1,"1,5"
105170,Cooler,Soft Drinks,placed,1,"0,3"
109653,Cooler,Soft Drinks,placed,1,"0,7"
106412,Coffee,Coffee ,placed,1,0
110860,Cooler,Water,placed,1,1
110860,Cooler,Soft Drinks,placed,1,1
107505,Cooler,Water,placed,2,"2,5"
107505,Cooler,Soft Drinks,placed,2,3
107505,Cooler,Juice,placed,1,1
107505,Dispenser,Water,placed,1,0
104982,Coffee,Coffee ,placed,2,0
110888,Cooler,Water,placed,1,1
110888,Cooler,Soft Drinks,placed,1,1
109545,Cooler,Soft Drinks,placed,1,"0,7"
111232,Fountain,Soft Drinks,placed,11,0
111237,Fountain,Soft Drinks,placed,12,0
107368,Cooler,Water,placed,1,"1,5"
106538,Cooler,Soft Drinks,placed,1,"1,5"
111804,Cooler,Soft Drinks,placed,2,1
105626,Cooler,Soft Drinks,placed,1,1
106497,Cooler,Water,placed,1,1
105610,Cooler,Water,placed,2,"2,5"
107605,Cooler,Water,placed,1,1
107605,Cooler,Soft Drinks,placed,1,1
109357,Cooler,Soft Drinks,placed,3,"3,5"
111710,Cooler,Water,placed,2,2
111710,Cooler,Soft Drinks,placed,3,3
111710,Cooler,Juice,placed,1,1
110837,Cooler,Soft Drinks,placed,2,1
110837,Cooler,Soft Drinks,placed,3,"2,8"
110837,Cooler,Energy,placed,1,"0,7"
105833,Cooler,Soft Drinks,placed,1,1
105171,Cooler,Water,placed,1,"1,5"
107716,Cooler,Water,placed,1,"1,5"
107716,Dispenser,Water,placed,1,0
111707,Cooler,Soft Drinks,placed,1,1
110610,Cooler,Soft Drinks,placed,1,"1,5"
111839,Cooler,Soft Drinks,placed,2,"1,4"
111468,Cooler,Soft Drinks,placed,3,3
111815,Cooler,Water,placed,1,1
109024,Cooler,Soft Drinks,placed,1,"0,7"
109024,Cooler,Energy,placed,1,"0,7"
106467,Coffee,Coffee ,placed,2,0
106467,Cooler,Soft Drinks,placed,2,2
107579,Cooler,Water,placed,2,2
107579,Cooler,Soft Drinks,placed,1,2
109359,Cooler,Water,placed,1,1
107577,Cooler,Water,placed,1,1
107577,Cooler,Soft Drinks,placed,1,1
111704,Cooler,Soft Drinks,placed,3,3
110475,Cooler,Soft Drinks,placed,1,1
111078,Dispenser,Water,placed,6,0
105106,Cooler,Water,placed,1,1
105106,Cooler,Soft Drinks,placed,2,"1,4"
111085,Cooler,Soft Drinks,placed,3,"3,5"
111085,Fountain,Soft Drinks,placed,1,0
109804,Cooler,Soft Drinks,placed,1,1
108152,Cooler,Water,placed,1,1
108152,Cooler,Soft Drinks,placed,1,1
111811,Cooler,Soft Drinks,placed,2,"1,7"
111850,Cooler,Soft Drinks,placed,1,1
111850,Cooler,Energy,placed,1,"0,7"
110609,Cooler,Soft Drinks,placed,1,1
107567,Cooler,Soft Drinks,placed,1,1
109995,Cooler,Soft Drinks,placed,1,"0,3"
107548,Cooler,Soft Drinks,placed,2,3
105589,Cooler,Soft Drinks,placed,2,"2,3"
111607,Cooler,Soft Drinks,placed,3,3
109691,Cooler,Water,placed,1,1
109191,Cooler,Soft Drinks,placed,1,"0,7"
110037,Coffee,Coffee ,placed,2,0
110037,Cooler,Soft Drinks,placed,1,"0,7"
107503,Cooler,Water,placed,2,2
107503,Cooler,Soft Drinks,placed,4,4
110465,Cooler,Water,placed,1,1
106479,Cooler,Soft Drinks,placed,1,1
111227,Cooler,Soft Drinks,placed,1,2
111266,Cooler,Soft Drinks,placed,2,"1,7"
109009,Cooler,Soft Drinks,placed,2,2
105394,Cooler,Soft Drinks,placed,1,"0,7"
104934,Cooler,Soft Drinks,placed,5,"5,5"
106435,Cooler,Soft Drinks,placed,1,1
111233,Fountain,Soft Drinks,placed,8,0
109657,Cooler,Soft Drinks,placed,1,1
105393,Cooler,Soft Drinks,placed,1,1
105042,Cooler,Soft Drinks,placed,1,"1,5"
109333,Cooler,Soft Drinks,placed,1,1
111602,Cooler,Water,placed,1,"1,5"
111602,Cooler,Soft Drinks,placed,1,1
111602,Cooler,Energy,placed,1,"0,7"
111351,Cooler,Water,placed,1,1
111351,Cooler,Soft Drinks,placed,4,"5,5"
110410,Cooler,Soft Drinks,placed,1,1
109352,Cooler,Soft Drinks,placed,2,2
110202,Cooler,Soft Drinks,placed,1,1
111802,Cooler,Soft Drinks,placed,1,1
110079,Cooler,Soft Drinks,placed,1,"0,7"
109836,Cooler,Water,placed,1,1
109836,Cooler,Soft Drinks,placed,1,"1,5"
109836,Dispenser,Water,placed,1,0
111442,Cooler,Soft Drinks,placed,1,1
111798,Cooler,Soft Drinks,placed,1,1
110790,Cooler,Water,placed,1,1
109189,Cooler,Water,placed,1,1
110483,Cooler,Soft Drinks,placed,1,"0,7"
111090,Cooler,Water,placed,1,1
111090,Cooler,Soft Drinks,placed,2,2
106372,Cooler,Soft Drinks,placed,1,"0,3"
110250,Cooler,Soft Drinks,placed,1,1
109535,Cooler,Soft Drinks,placed,1,1
111719,Cooler,Water,placed,1,1
111719,Cooler,Soft Drinks,placed,1,1
105044,Cooler,Soft Drinks,placed,1,1
110470,Cooler,Water,placed,1,1
111519,Cooler,Soft Drinks,placed,3,3
111519,Cooler,Energy,placed,1,"0,7"
110774,Cooler,Energy,placed,1,"0,7"
108729,Cooler,Water,placed,1,"1,5"
108604,Cooler,Soft Drinks,placed,1,2
110828,Cooler,Water,placed,1,1
110828,Cooler,Soft Drinks,placed,1,1
108132,Cooler,Soft Drinks,placed,1,"1,5"
104925,Cooler,Soft Drinks,placed,1,1
107523,Cooler,Water,placed,1,1
107523,Cooler,Soft Drinks,placed,2,"1,7"
105768,Cooler,Soft Drinks,placed,1,1
111092,Cooler,Water,placed,1,1
111092,Cooler,Soft Drinks,placed,3,3
110861,Cooler,Water,placed,2,2
110861,Cooler,Soft Drinks,placed,1,1
105041,Cooler,Water,placed,1,"1,5"
109590,Cooler,Water,placed,1,1
109590,Dispenser,Water,placed,4,0
105977,Cooler,Soft Drinks,placed,1,1
107675,Cooler,Soft Drinks,placed,2,2
110912,Cooler,Soft Drinks,placed,1,1
111500,Cooler,Water,placed,2,2
111500,Cooler,Soft Drinks,placed,4,"4,5"
108566,Cooler,Water,placed,1,1
108566,Cooler,Soft Drinks,placed,3,5
108594,Cooler,Water,placed,1,1
108147,Cooler,Water,placed,1,1
108147,Cooler,Soft Drinks,placed,1,1
110761,Cooler,Water,placed,1,"1,5"
110761,Cooler,Soft Drinks,placed,1,"1,5"
105687,Cooler,Water,placed,1,1
105687,Cooler,Soft Drinks,placed,3,"2,3"
104933,Cooler,Soft Drinks,placed,1,1
105863,Cooler,Soft Drinks,placed,1,1
105835,Cooler,Soft Drinks,placed,2,2
110579,Cooler,Soft Drinks,placed,1,1
110558,Cooler,Water,placed,1,1
110305,Cooler,Water,placed,1,1
110305,Cooler,Soft Drinks,placed,1,"1,5"
104927,Cooler,Soft Drinks,placed,1,1
107569,Cooler,Soft Drinks,placed,1,"1,5"
107327,Cooler,Soft Drinks,placed,1,"1,5"
105743,Cooler,Water,placed,1,1
105743,Cooler,Soft Drinks,placed,1,2
111597,Cooler,Water,placed,1,1
104932,Cooler,Soft Drinks,placed,1,1
110658,Cooler,Soft Drinks,placed,1,2
106196,Cooler,Soft Drinks,placed,1,1
108417,Cooler,Water,placed,1,1
108417,Cooler,Soft Drinks,placed,1,1
108417,Cooler,Juice,placed,1,1
108417,Dispenser,Water,placed,1,0
105335,Cooler,Soft Drinks,placed,1,"1,5"
108025,Cooler,Soft Drinks,placed,1,1
107440,Cooler,Water,placed,1,1
107440,Cooler,Soft Drinks,placed,1,"0,3"
107440,Cooler,Soft Drinks,placed,6,"4,6"
105710,Cooler,Soft Drinks,placed,2,"0,6"
109952,Cooler,Soft Drinks,placed,1,"0,7"
106795,Cooler,Soft Drinks,placed,4,7
100454,Cooler,Soft Drinks,placed,1,2
111269,Cooler,Soft Drinks,placed,1,1
106067,Coffee,Coffee ,placed,2,0
110924,Cooler,Soft Drinks,placed,2,2
108035,Cooler,Soft Drinks,placed,4,"4,8"
109930,Cooler,Soft Drinks,placed,1,"0,7"
109930,Cooler,Juice,placed,1,"0,3"
105162,Cooler,Water,placed,1,1
105162,Cooler,Soft Drinks,placed,1,1
110459,Cooler,Soft Drinks,placed,2,"1,4"
110459,Cooler,Soft Drinks,placed,1,2
106539,Cooler,Soft Drinks,placed,1,2
111350,Cooler,Soft Drinks,placed,1,1
108030,Cooler,Soft Drinks,placed,2,3
109876,Cooler,Water,placed,1,1
109876,Cooler,Soft Drinks,placed,1,"1,5"
105777,Cooler,Soft Drinks,placed,1,1
110825,Cooler,Soft Drinks,placed,3,"3,5"
109276,Cooler,Soft Drinks,placed,1,1
106000,Cooler,Soft Drinks,placed,1,1
105039,Cooler,Soft Drinks,placed,1,1
107538,Coffee,Coffee ,placed,2,0
107538,Cooler,Water,placed,1,"1,5"
107538,Cooler,Soft Drinks,placed,1,"0,3"
107538,Cooler,Soft Drinks,placed,6,"4,3"
111388,Coffee,Coffee ,placed,1,0
111388,Cooler,Soft Drinks,placed,2,"1,7"
110167,Cooler,Soft Drinks,placed,1,1
110086,Cooler,Soft Drinks,placed,1,1
106104,Cooler,Soft Drinks,placed,1,1
110302,Cooler,Water,placed,1,1
109919,Cooler,Soft Drinks,placed,1,1
109920,Cooler,Water,placed,1,1
110262,Cooler,Water,placed,1,1
110923,Cooler,Soft Drinks,placed,1,1
108599,Cooler,Soft Drinks,placed,1,1
108599,Cooler,Juice,placed,1,"0,3"
104929,Cooler,Soft Drinks,placed,1,"1,5"
109608,Cooler,Water,placed,1,1
110069,Cooler,Soft Drinks,placed,1,"0,3"
104836,Cooler,Water,placed,1,1
104836,Cooler,Soft Drinks,placed,1,1
104836,Dispenser,Water,placed,1,0
104937,Cooler,Soft Drinks,placed,1,1
110584,Cooler,Water,placed,1,1
110868,Cooler,Soft Drinks,placed,1,"0,3"
108713,Cooler,Soft Drinks,placed,2,"1,4"
111835,Cooler,Water,placed,1,1
111835,Cooler,Soft Drinks,placed,2,2
110461,Cooler,Water,placed,1,1
108602,Cooler,Water,placed,1,1
108602,Cooler,Soft Drinks,placed,1,1
110407,Cooler,Water,placed,1,1
110671,Cooler,Soft Drinks,placed,1,1
110674,Cooler,Water,placed,1,1
110674,Cooler,Soft Drinks,placed,5,7
101339,Cooler,Soft Drinks,placed,1,1
107393,Cooler,Soft Drinks,placed,2,"2,5"
106069,Cooler,Soft Drinks,placed,2,2
105708,Cooler,Water,placed,1,"1,5"
105708,Cooler,Soft Drinks,placed,2,"2,5"
105080,Cooler,Energy,placed,1,"0,7"
107397,Cooler,Soft Drinks,placed,2,"2,5"
109591,Cooler,Soft Drinks,placed,1,1
105497,Cooler,Soft Drinks,placed,1,1
105083,Cooler,Soft Drinks,placed,1,1
111716,Cooler,Water,placed,1,1
111727,Cooler,Water,placed,1,1
111727,Cooler,Soft Drinks,placed,1,"1,5"
109324,Cooler,Soft Drinks,placed,1,1
105167,Coffee,Coffee ,placed,2,0
105167,Cooler,Soft Drinks,placed,3,"1,3"
111411,Cooler,Soft Drinks,placed,1,1
106195,Cooler,Soft Drinks,placed,1,1
111830,Cooler,Soft Drinks,placed,1,1
109234,Cooler,Water,placed,1,1
109234,Cooler,Soft Drinks,placed,2,2
111097,Fountain,Soft Drinks,placed,6,0
111534,Cooler,Water,placed,1,1
111534,Cooler,Soft Drinks,placed,1,1
105082,Cooler,Soft Drinks,placed,1,1
109759,Cooler,Soft Drinks,placed,1,1
109539,Cooler,Soft Drinks,placed,1,1
104930,Cooler,Soft Drinks,placed,1,"1,5"
109540,Cooler,Water,placed,1,1
109540,Cooler,Soft Drinks,placed,1,1
109552,Cooler,Water,placed,2,2
109552,Cooler,Energy,placed,1,"0,7"
109802,Cooler,Soft Drinks,placed,2,"1,7"
109802,Cooler,Juice,placed,1,"0,7"
109802,Cooler,Energy,placed,1,"0,7"
111225,Cooler,Soft Drinks,placed,5,"4,1"
111581,Cooler,Soft Drinks,placed,1,1
111581,Fountain,Soft Drinks,placed,1,0
105705,Cooler,Soft Drinks,placed,2,2
107419,Cooler,Soft Drinks,placed,2,2
101325,Cooler,Water,placed,1,"1,5"
105037,Cooler,Soft Drinks,placed,1,"0,7"
110850,Cooler,Water,placed,1,1
110850,Cooler,Juice,placed,1,1
111838,Cooler,Water,placed,1,1
111553,Cooler,Soft Drinks,placed,3,3
111553,Cooler,Juice,placed,1,1
110602,Cooler,Soft Drinks,placed,1,1
110602,Cooler,Energy,placed,1,"0,7"
111064,Cooler,Soft Drinks,placed,3,"2,7"
111837,Cooler,Water,placed,1,2
111837,Cooler,Soft Drinks,placed,1,1
111836,Cooler,Water,placed,3,3
111836,Cooler,Soft Drinks,placed,1,1
111836,Dispenser,Water,placed,2,0
111711,Cooler,Water,placed,1,1
108131,Cooler,Water,placed,1,1
108131,Cooler,Soft Drinks,placed,1,1
111767,Cooler,Water,placed,1,1
111767,Cooler,Soft Drinks,placed,1,1
111767,Cooler,Energy,placed,1,"0,7"
105570,Cooler,Water,placed,1,1
105570,Cooler,Soft Drinks,placed,1,"0,7"
107415,Cooler,Soft Drinks,placed,4,"3,6"
107415,Cooler,Juice,placed,1,1
105629,Cooler,Water,placed,3,"4,5"
105629,Cooler,Soft Drinks,placed,2,2
105629,Cooler,Juice,placed,1,1
105629,Dispenser,Water,placed,2,0
109101,Dispenser,Water,placed,2,0
110439,Cooler,Soft Drinks,placed,1,1
107421,Cooler,Soft Drinks,placed,1,1
110451,Cooler,Soft Drinks,placed,1,"0,7"
108693,Cooler,Water,placed,1,1
108693,Cooler,Soft Drinks,placed,2,2
108693,Cooler,Energy,placed,1,"0,7"
110494,Cooler,Soft Drinks,placed,1,1
110435,Cooler,Water,placed,1,1
110435,Cooler,Soft Drinks,placed,1,1
110626,Cooler,Soft Drinks,placed,1,1
110624,Cooler,Soft Drinks,placed,2,"2,5"
109808,Cooler,Soft Drinks,placed,1,1
106087,Cooler,Soft Drinks,placed,1,1
105016,Cooler,Soft Drinks,placed,1,1
105594,Cooler,Water,placed,3,4
105594,Cooler,Soft Drinks,placed,9,"6,6"
105594,Dispenser,Water,placed,4,0
107566,Cooler,Soft Drinks,placed,1,1
110159,Cooler,Water,placed,1,1
110159,Cooler,Soft Drinks,placed,3,3
107411,Cooler,Soft Drinks,placed,1,1
111771,Cooler,Soft Drinks,placed,1,"1,5"
111304,Cooler,Water,placed,1,1
107437,Cooler,Soft Drinks,placed,1,1
107559,Cooler,Water,placed,2,2
107559,Cooler,Soft Drinks,placed,2,3
107355,Cooler,Soft Drinks,placed,3,3
106495,Cooler,Soft Drinks,placed,1,1
110637,Cooler,Water,placed,1,1
110637,Cooler,Soft Drinks,placed,3,3
110646,Cooler,Water,placed,1,"1,5"
110646,Cooler,Soft Drinks,placed,3,"4,3"
110449,Cooler,Soft Drinks,placed,1,1
111470,Cooler,Soft Drinks,placed,1,1
106494,Cooler,Soft Drinks,placed,1,1
109898,Coffee,Coffee ,placed,2,0
109898,Cooler,Soft Drinks,placed,4,"3,1"
109186,Cooler,Soft Drinks,placed,4,4
110619,Cooler,Soft Drinks,placed,1,1
110294,Cooler,Water,placed,2,2
107547,Cooler,Water,placed,1,1
105697,Cooler,Soft Drinks,placed,1,"0,7"
110436,Cooler,Water,placed,1,1
110436,Dispenser,Water,placed,1,0
110324,Cooler,Soft Drinks,placed,1,1
110174,Cooler,Soft Drinks,placed,1,1
110264,Cooler,Water,placed,1,1
110264,Cooler,Soft Drinks,placed,2,2
109209,Cooler,Water,placed,1,1
109927,Cooler,Soft Drinks,placed,1,"0,7"
111240,Cooler,Soft Drinks,placed,1,"0,3"
110192,Cooler,Soft Drinks,placed,1,1
106185,Cooler,Water,placed,1,1
110466,Cooler,Soft Drinks,placed,2,2
109208,Cooler,Soft Drinks,placed,2,2
111722,Cooler,Soft Drinks,placed,1,1
110914,Cooler,Water,placed,1,1
110914,Cooler,Soft Drinks,placed,2,2
111778,Cooler,Soft Drinks,placed,1,1
111797,Cooler,Soft Drinks,placed,1,1
106767,Cooler,Soft Drinks,placed,1,1
107550,Cooler,Water,placed,1,1
107550,Cooler,Soft Drinks,placed,4,6
110272,Cooler,Water,placed,2,2
110272,Cooler,Soft Drinks,placed,2,2
110272,Cooler,Juice,placed,1,1
105495,Cooler,Energy,placed,1,"0,7"
107703,Cooler,Soft Drinks,placed,1,"1,5"
107701,Cooler,Water,placed,1,1
107701,Cooler,Soft Drinks,placed,1,"1,5"
109127,Cooler,Soft Drinks,placed,1,1
101332,Fountain,Soft Drinks,placed,1,0
106837,Cooler,Soft Drinks,placed,1,"1,5"
104837,Coffee,Coffee ,placed,2,0
111258,Cooler,Soft Drinks,placed,2,"2,5"
111258,Cooler,Juice,placed,1,1
111385,Cooler,Soft Drinks,placed,1,1
110905,Cooler,Water,placed,1,1
108413,Cooler,Water,placed,1,1
108413,Cooler,Soft Drinks,placed,2,"2,5"
108413,Cooler,Juice,placed,2,2
101385,Cooler,Soft Drinks,placed,1,1
111246,Cooler,Soft Drinks,placed,2,"1,3"
111246,Cooler,Energy,placed,1,"0,7"
109922,Cooler,Soft Drinks,placed,1,"0,3"
110454,Cooler,Soft Drinks,placed,1,"1,5"
108716,Cooler,Soft Drinks,placed,1,1
108716,Dispenser,Water,placed,2,0
107530,Cooler,Water,placed,1,1
107530,Cooler,Soft Drinks,placed,3,4
107530,Dispenser,Water,placed,1,0
108695,Cooler,Water,placed,1,1
108695,Cooler,Soft Drinks,placed,1,1
110915,Cooler,Water,placed,1,1
110915,Cooler,Soft Drinks,placed,1,1
109753,Cooler,Soft Drinks,placed,1,1
106757,Cooler,Soft Drinks,placed,1,1
109296,Cooler,Soft Drinks,placed,1,1
109133,Cooler,Soft Drinks,placed,1,1
106183,Cooler,Water,placed,1,1
106183,Cooler,Soft Drinks,placed,1,1
108696,Cooler,Soft Drinks,placed,1,1
109218,Cooler,Soft Drinks,placed,1,1
110092,Cooler,Water,placed,1,1
106836,Cooler,Soft Drinks,placed,2,"2,5"
106836,Cooler,Juice,placed,1,"0,3"
105099,Cooler,Water,placed,1,1
111775,Cooler,Soft Drinks,placed,1,1
105592,Coffee,Coffee ,placed,2,0
105592,Cooler,Water,placed,1,1
105592,Cooler,Soft Drinks,placed,2,"2,2"
108597,Cooler,Soft Drinks,placed,2,2
108401,Cooler,Soft Drinks,placed,1,"1,5"
109729,Cooler,Juice,placed,1,1
110605,Cooler,Water,placed,1,1
110743,Cooler,Soft Drinks,placed,1,"0,7"
109745,Cooler,Water,placed,1,"1,5"
111813,Cooler,Soft Drinks,placed,1,"1,5"
105630,Cooler,Soft Drinks,placed,1,1
110507,Cooler,Soft Drinks,placed,1,1
111547,Cooler,Water,placed,1,"1,5"
111547,Cooler,Juice,placed,1,1
110910,Cooler,Soft Drinks,placed,1,2
110189,Cooler,Soft Drinks,placed,1,1
110901,Cooler,Soft Drinks,placed,2,2
105100,Cooler,Soft Drinks,placed,1,1
108697,Cooler,Water,placed,1,1
110279,Cooler,Soft Drinks,placed,1,1
110398,Cooler,Water,placed,1,1
110398,Cooler,Soft Drinks,placed,1,1
110398,Dispenser,Water,placed,1,0
106496,Cooler,Soft Drinks,placed,2,"1,4"
110484,Cooler,Soft Drinks,placed,1,1
107501,Cooler,Juice,placed,1,1
108422,Cooler,Water,placed,1,1
108422,Cooler,Soft Drinks,placed,2,2
108422,Cooler,Juice,placed,3,"1,6"
103992,Cooler,Water,placed,1,1
109316,Cooler,Soft Drinks,placed,1,1
105366,Cooler,Soft Drinks,placed,1,1
110457,Cooler,Water,placed,1,1
110188,Cooler,Soft Drinks,placed,1,1
111810,Cooler,Soft Drinks,placed,2,"1,3"
105353,Cooler,Soft Drinks,placed,1,1
110802,Cooler,Water,placed,2,2
110613,Cooler,Juice,placed,2,2
108419,Cooler,Water,placed,2,2
108419,Cooler,Soft Drinks,placed,1,"1,5"
108419,Cooler,Juice,placed,1,1
111408,Cooler,Soft Drinks,placed,1,1
109585,Cooler,Water,placed,1,1
104839,Cooler,Soft Drinks,placed,1,"0,7"
109935,Coffee,Coffee ,placed,2,0
109935,Cooler,Soft Drinks,placed,1,"1,5"
110886,Cooler,Water,placed,1,1
110886,Cooler,Soft Drinks,placed,1,"1,5"
111387,Cooler,Soft Drinks,placed,1,"0,7"
109025,Cooler,Water,placed,2,3
111621,Cooler,Soft Drinks,placed,1,"0,7"
110488,Cooler,Soft Drinks,placed,1,1
109600,Cooler,Soft Drinks,placed,1,1
110527,Cooler,Water,placed,1,1
105491,Cooler,Water,placed,1,1
109609,Cooler,Water,placed,1,1
109609,Cooler,Energy,placed,1,"0,7"
111409,Cooler,Soft Drinks,placed,1,"0,3"
111853,Cooler,Soft Drinks,placed,1,"0,7"
108269,Cooler,Water,placed,1,"1,5"
110222,Cooler,Soft Drinks,placed,1,1
109593,Coffee,Coffee ,placed,2,0
109593,Cooler,Water,placed,1,1
109593,Dispenser,Water,placed,1,0
109392,Coffee,Coffee ,placed,2,0
109392,Cooler,Water,placed,2,2
109392,Cooler,Soft Drinks,placed,2,2
109392,Cooler,Energy,placed,2,"1,4"
110858,Cooler,Soft Drinks,placed,1,1
108598,Cooler,Soft Drinks,placed,2,"1,7"
109843,Cooler,Soft Drinks,placed,1,"0,7"
107510,Cooler,Water,placed,1,1
