Calendar day,Customer,BGN,CS
23.1.2025,105290,"2,78",1
23.1.2025,109837,"5,56",2
23.1.2025,105852,"5,56",2
23.1.2025,103130,"83,38",30
23.1.2025,101433,"16,68",6
23.1.2025,103759,"13,9",5
23.1.2025,101549,"8,34",3
23.1.2025,103332,"8,34",3
23.1.2025,101969,"11,12",4
23.1.2025,102031,"13,9",5
23.1.2025,106359,"33,35",12
23.1.2025,103758,"33,35",12
23.1.2025,106232,"0,28","0,1"
23.1.2025,103299,"5,56",2
23.1.2025,101550,"108,39",39
23.1.2025,101845,"2,78",1
23.1.2025,103301,"2,78",1
23.1.2025,101463,"5,56",2
23.1.2025,100039,"127,85",46
23.1.2025,108957,"5,56",2
23.1.2025,102020,"13,9",5
23.1.2025,102009,"22,23",8
23.1.2025,101468,"8,34",3
23.1.2025,101946,"8,34",3
23.1.2025,101469,"103,06","37,083"
23.1.2025,103290,"9,73","3,5"
23.1.2025,101809,"30,57",11
23.1.2025,100411,"15,29","5,5"
23.1.2025,105286,"5,56",2
23.1.2025,101087,"30,57",11
23.1.2025,106633,"25,01",9
23.1.2025,101762,"2,78",1
23.1.2025,102238,"2,78",1
23.1.2025,101651,"16,68",6
23.1.2025,101650,"18,76","6,751"
23.1.2025,104977,"8,34",3
23.1.2025,101434,"8,34",3
23.1.2025,106921,"19,45",7
23.1.2025,103853,"2,78",1
23.1.2025,102113,"13,9",5
23.1.2025,111515,"5,56",2
23.1.2025,101107,"33,35",12
23.1.2025,111827,"8,34",3
23.1.2025,101649,"9,73","3,5"
23.1.2025,100728,"19,45",7
23.1.2025,111939,"41,69",15
23.1.2025,111912,"38,91",14
23.1.2025,100416,"11,12",4
23.1.2025,104979,"25,01",9
23.1.2025,102611,"8,34",3
23.1.2025,111940,"16,68",6
23.1.2025,110836,"77,82",28
23.1.2025,102006,"50,03",18
23.1.2025,101476,"2,78",1
23.1.2025,101783,"50,03",18
23.1.2025,104825,"11,12",4
23.1.2025,107399,"16,68",6
23.1.2025,103128,"19,45",7
23.1.2025,101816,"20,15","7,25"
23.1.2025,101759,"27,79",10
23.1.2025,106657,"50,03",18
23.1.2025,104360,"22,23",8
23.1.2025,101444,"25,01",9
23.1.2025,100422,"5,56",2
23.1.2025,104697,"19,45",7
23.1.2025,104873,"22,23",8
23.1.2025,100844,"16,68",6
23.1.2025,102033,"29,53","10,625"
23.1.2025,106235,"19,45",7
23.1.2025,101761,"22,23",8
23.1.2025,110223,"19,45",7
23.1.2025,104811,"86,16",31
23.1.2025,101405,"5,56",2
23.1.2025,106653,"2,78",1
23.1.2025,102527,"5,56",2
23.1.2025,103333,"13,9",5
23.1.2025,101645,"22,23",8
23.1.2025,111982,"8,34",3
23.1.2025,101873,"8,34",3
23.1.2025,107091,"2,78",1
23.1.2025,101461,"19,45",7
23.1.2025,101796,"94,5",34
23.1.2025,104947,"11,12",4
23.1.2025,103258,"8,34",3
23.1.2025,101223,"5,56",2
23.1.2025,102531,"5,56",2
23.1.2025,102534,"55,59",20
23.1.2025,102588,"5,56",2
23.1.2025,102237,"8,34",3
23.1.2025,101690,"25,01",9
23.1.2025,101827,"2,78",1
23.1.2025,103222,"8,34",3
23.1.2025,104671,"16,68",6
23.1.2025,103825,"20,84","7,5"
23.1.2025,101785,"113,95",41
23.1.2025,102559,"8,34",3
23.1.2025,100306,"5,56",2
23.1.2025,104848,"16,68",6
23.1.2025,101999,"8,34",3
23.1.2025,101644,"16,68",6
23.1.2025,102073,"5,56",2
23.1.2025,103765,"13,9",5
23.1.2025,103172,"11,12",4
23.1.2025,104845,"8,34",3
23.1.2025,103769,"13,9",5
23.1.2025,101910,"5,56",2
23.1.2025,102585,"16,91","6,083"
23.1.2025,105828,"27,79",10
23.1.2025,104536,"37,52","13,499"
23.1.2025,107125,"6,95","2,5"
23.1.2025,101563,"30,57",11
23.1.2025,102574,"19,45",7
23.1.2025,100043,"5,56",2
23.1.2025,101985,"50,03",18
23.1.2025,102521,"16,68",6
23.1.2025,101418,"16,68",6
23.1.2025,103359,"19,45",7
23.1.2025,103789,"8,34",3
23.1.2025,103819,"188,99",68
23.1.2025,110211,"2,78",1
23.1.2025,102488,"5,56",2
23.1.2025,105795,"38,91",14
23.1.2025,102746,"2,78",1
23.1.2025,100065,"13,9",5
23.1.2025,105026,"8,34",3
23.1.2025,102480,"14,82","5,333"
23.1.2025,102485,"47,25",17
23.1.2025,103376,"11,12",4
23.1.2025,103352,"11,12",4
23.1.2025,101127,"2,78",1
23.1.2025,101742,"5,56",2
23.1.2025,102045,"2,78",1
23.1.2025,106392,"8,34",3
23.1.2025,103113,"83,38",30
23.1.2025,103191,"8,34",3
23.1.2025,112097,"11,12",4
23.1.2025,101632,"50,03",18
23.1.2025,110495,"5,56",2
23.1.2025,102589,"22,23",8
23.1.2025,111381,"19,45",7
23.1.2025,107232,"8,34",3
23.1.2025,102104,"19,45",7
23.1.2025,100323,"2,78",1
23.1.2025,101671,"25,01",9
23.1.2025,109946,"19,45",7
23.1.2025,101408,"1,39","0,5"
23.1.2025,106249,"16,44","5,917"
23.1.2025,102751,"8,34",3
23.1.2025,103347,"21,77","7,833"
23.1.2025,102185,"113,95",41
23.1.2025,103112,"5,56",2
23.1.2025,101591,"30,57",11
23.1.2025,106679,"100,05",36
23.1.2025,104969,"2,78",1
23.1.2025,102118,"8,34",3
23.1.2025,103306,"20,84","7,5"
23.1.2025,100891,"12,28","4,417"
23.1.2025,102973,"30,57",11
23.1.2025,110835,"25,01",9
23.1.2025,102482,"5,56",2
23.1.2025,106983,"11,12",4
23.1.2025,106305,"22,23",8
23.1.2025,104548,"16,68",6
23.1.2025,101734,"38,91",14
23.1.2025,111455,"19,45",7
23.1.2025,101855,"47,25",17
23.1.2025,101747,"25,01",9
23.1.2025,100913,"69,48",25
23.1.2025,104892,"16,68",6
23.1.2025,101867,"5,56",2
23.1.2025,102566,"6,02","2,167"
23.1.2025,107139,"13,9",5
23.1.2025,101735,"38,91",14
23.1.2025,103772,"66,7",24
23.1.2025,103372,"66,7",24
23.1.2025,101746,"33,35",12
23.1.2025,110122,"52,81",19
23.1.2025,105803,"27,79",10
23.1.2025,102478,"8,34",3
23.1.2025,102563,"88,94",32
23.1.2025,102599,"5,56",2
23.1.2025,101736,"41,69",15
23.1.2025,102063,"13,9",5
23.1.2025,102550,"2,32","0,833"
23.1.2025,102999,"2,78",1
23.1.2025,104375,"47,25",17
23.1.2025,101603,"47,25",17
23.1.2025,100402,"11,12",4
23.1.2025,100361,"-2,78",-1
23.1.2025,109237,"8,34",3
23.1.2025,101668,"11,12",4
23.1.2025,103623,"69,48",25
23.1.2025,106517,"8,34",3
23.1.2025,105324,"25,01",9
23.1.2025,100890,"8,34",3
23.1.2025,110833,"30,57",11
23.1.2025,100910,"5,56",2
23.1.2025,101655,"11,12",4
23.1.2025,110832,"52,81",19
23.1.2025,104535,"11,12",4
23.1.2025,110831,"5,56",2
23.1.2025,104634,"13,9",5
23.1.2025,102060,"8,34",3
23.1.2025,101515,"33,35",12
23.1.2025,104669,"11,12",4
23.1.2025,101733,"2,78",1
23.1.2025,110130,"2,78",1
23.1.2025,101518,"5,56",2
23.1.2025,107666,"2,78",1
23.1.2025,106470,"80,6",29
23.1.2025,101869,"2,78",1
23.1.2025,100721,"5,56",2
23.1.2025,103126,"30,57",11
23.1.2025,106042,"47,25",17
23.1.2025,101713,"75,04",27
23.1.2025,107407,"5,56",2
23.1.2025,109343,"5,56",2
23.1.2025,104177,"19,45",7
23.1.2025,105168,"2,78",1
23.1.2025,103764,"36,13",13
23.1.2025,110839,"33,35",12
23.1.2025,106207,"47,25",17
23.1.2025,104188,"5,56",2
23.1.2025,105431,"2,78",1
23.1.2025,101083,"38,91",14
23.1.2025,105223,"8,34",3
23.1.2025,102847,"5,56",2
23.1.2025,103300,"66,7",24
23.1.2025,104141,"30,57",11
23.1.2025,102004,"30,57",11
23.1.2025,100881,"19,45",7
23.1.2025,102061,"2,78",1
23.1.2025,101104,"5,56",2
23.1.2025,100882,"17,14","6,167"
23.1.2025,102430,"0,69","0,25"
23.1.2025,105851,"4,17","1,5"
23.1.2025,103007,"25,01",9
23.1.2025,104520,"136,18",49
23.1.2025,105688,"30,57",11
23.1.2025,104528,"5,56",2
23.1.2025,100883,"19,45",7
23.1.2025,100722,"2,78",1
23.1.2025,100885,"30,57",11
23.1.2025,107480,"5,56",2
23.1.2025,110479,"38,91",14
23.1.2025,104881,"16,68",6
23.1.2025,101089,"33,35",12
23.1.2025,110391,"30,57",11
23.1.2025,104407,"38,91",14
23.1.2025,111849,"2,78",1
23.1.2025,106506,"44,47",16
23.1.2025,111610,"19,45",7
23.1.2025,109860,"5,56",2
23.1.2025,110117,"2,78",1
23.1.2025,105424,"8,34",3
23.1.2025,109401,"47,25",17
23.1.2025,111829,"2,78",1
23.1.2025,103260,"5,56",2
23.1.2025,111606,"25,01",9
23.1.2025,108017,"36,13",13
23.1.2025,105219,"8,34",3
23.1.2025,108296,"8,34",3
23.1.2025,105679,"8,34",3
23.1.2025,104990,"5,56",2
23.1.2025,108038,"5,56",2
23.1.2025,105047,"19,45",7
23.1.2025,111327,"5,56",2
23.1.2025,107723,"47,25",17
23.1.2025,105049,"13,9",5
23.1.2025,108186,"8,34",3
23.1.2025,107939,"5,56",2
23.1.2025,105337,"8,34",3
23.1.2025,111831,"8,34",3
23.1.2025,106384,"2,78",1
23.1.2025,108444,"13,9",5
23.1.2025,105030,"5,56",2
23.1.2025,109341,"5,56",2
23.1.2025,107565,"16,68",6
23.1.2025,107508,"11,12",4
23.1.2025,106548,"5,56",2
23.1.2025,110846,"16,68",6
23.1.2025,109001,"11,12",4
23.1.2025,110585,"3,47","1,25"
23.1.2025,108227,"33,35",12
23.1.2025,104954,"16,68",6
23.1.2025,105837,"2,78",1
23.1.2025,112078,"286,29","103,008"
23.1.2025,104208,"8,34",3
23.1.2025,110205,"16,68",6
23.1.2025,106631,"13,9",5
23.1.2025,103947,"58,36",21
23.1.2025,100816,"25,01",9
23.1.2025,108179,"11,12",4
23.1.2025,103990,"30,57",11
23.1.2025,100246,"5,56",2
23.1.2025,112079,"102,83",37
23.1.2025,110474,"13,9",5
23.1.2025,105808,"27,79",10
23.1.2025,102851,"13,9",5
23.1.2025,102687,"66,7",24
23.1.2025,100702,"2,78",1
23.1.2025,102652,"16,68",6
23.1.2025,102850,"108,39",39
23.1.2025,102518,"1,39","0,5"
23.1.2025,102412,"8,34",3
23.1.2025,104780,"5,56",2
23.1.2025,102657,"11,12",4
23.1.2025,104681,"44,47",16
23.1.2025,104775,"55,59",20
23.1.2025,102449,"5,56",2
23.1.2025,102516,"13,9",5
23.1.2025,104772,"2,78",1
23.1.2025,102613,"30,57",11
23.1.2025,102496,"29,18","10,5"
23.1.2025,107016,"30,57",11
23.1.2025,104685,"8,34",3
23.1.2025,102791,"16,68",6
23.1.2025,102591,"13,9",5
23.1.2025,102889,"1,67","0,6"
23.1.2025,106649,"300,16",108
23.1.2025,102794,"5,56",2
23.1.2025,102890,"30,57",11
23.1.2025,102452,"2,78",1
23.1.2025,102628,"22,23",8
23.1.2025,102612,"5,56",2
23.1.2025,106255,"5,56",2
23.1.2025,102497,"2,78",1
23.1.2025,102498,"34,74","12,5"
23.1.2025,104720,"6,95","2,5"
23.1.2025,102891,"2,78",1
23.1.2025,102892,"11,12",4
23.1.2025,102894,"48,64","17,5"
23.1.2025,102499,"8,34",3
23.1.2025,106271,"35,2","12,666"
23.1.2025,102446,"11,12",4
23.1.2025,102500,"8,34",3
23.1.2025,106260,"41,69",15
23.1.2025,106651,"41,69",15
23.1.2025,100677,"27,79",10
23.1.2025,106261,"102,83",37
23.1.2025,102765,"8,34",3
23.1.2025,100284,"361,31",130
23.1.2025,103145,"90,09","32,416"
23.1.2025,102462,"19,45",7
23.1.2025,102958,"13,9",5
23.1.2025,102893,"44,47",16
23.1.2025,107022,"2,78",1
23.1.2025,102910,"8,34",3
23.1.2025,102450,"2,78",1
23.1.2025,100685,"5,56",2
23.1.2025,106262,"5,56",2
23.1.2025,100694,"12,51","4,5"
23.1.2025,102931,"55,59",20
23.1.2025,104787,"2,78",1
23.1.2025,104728,"2,78",1
23.1.2025,104636,"6,48","2,333"
23.1.2025,104705,"2,78",1
23.1.2025,104690,"19,45",7
23.1.2025,100696,"13,9",5
23.1.2025,104747,"5,56",2
23.1.2025,102418,"16,68",6
23.1.2025,109348,"2,78",1
23.1.2025,102434,"33,35",12
23.1.2025,104788,"13,9",5
23.1.2025,102919,"2,78",1
23.1.2025,106732,"23,16","8,334"
23.1.2025,102700,"28,72","10,333"
23.1.2025,102812,"5,56",2
23.1.2025,100708,"13,9",5
23.1.2025,102922,"11,12",4
23.1.2025,102920,"25,01",9
23.1.2025,106737,"37,52","13,499"
23.1.2025,104648,"2,78",1
23.1.2025,104749,"2,78",1
23.1.2025,112021,"16,68",6
23.1.2025,102697,"2,78",1
23.1.2025,102595,"2,78",1
23.1.2025,104753,"30,57",11
23.1.2025,104754,"19,45",7
23.1.2025,104632,"16,68",6
23.1.2025,102816,"9,73","3,5"
23.1.2025,102909,"5,56",2
23.1.2025,104748,"2,78",1
23.1.2025,102738,"2,78",1
23.1.2025,102781,"5,56",2
23.1.2025,104645,"2,78",1
23.1.2025,102590,"22,23",8
23.1.2025,102926,"8,34",3
23.1.2025,104734,"5,56",2
23.1.2025,106660,"83,38",30
23.1.2025,102593,"5,56",2
23.1.2025,104739,"13,9",5
23.1.2025,102707,"16,68",6
23.1.2025,100695,"11,12",4
23.1.2025,102820,"22,23",8
23.1.2025,104608,"2,78",1
23.1.2025,112059,"5,56",2
23.1.2025,112060,"2,78",1
23.1.2025,106735,"1,39","0,5"
23.1.2025,101040,"22,23",8
23.1.2025,102821,"31,96","11,5"
23.1.2025,100686,44,"15,833"
23.1.2025,102662,"19,45",7
23.1.2025,102902,"5,56",2
23.1.2025,100296,"11,12",4
23.1.2025,102661,"44,47",16
23.1.2025,112103,"33,77","12,15"
23.1.2025,100682,"56,98","20,5"
23.1.2025,102696,"25,01",9
23.1.2025,107028,"86,16",31
23.1.2025,100705,"5,56",2
23.1.2025,104427,"8,34",3
23.1.2025,106659,"116,73",42
23.1.2025,102823,"5,56",2
23.1.2025,104712,"8,34",3
23.1.2025,102901,"33,35",12
23.1.2025,102944,"25,01",9
23.1.2025,102911,"8,34",3
23.1.2025,102711,"116,73",42
23.1.2025,104714,"2,78",1
23.1.2025,102695,"2,78",1
23.1.2025,102965,"2,78",1
23.1.2025,100084,"47,25",17
23.1.2025,100707,"7,64","2,75"
23.1.2025,104716,"11,12",4
23.1.2025,100289,"72,26",26
23.1.2025,100704,"2,32","0,833"
23.1.2025,102955,"8,34",3
23.1.2025,104718,"11,12",4
23.1.2025,102962,"44,47",16
23.1.2025,104719,"11,12",4
23.1.2025,106728,"111,17",40
23.1.2025,101079,"5,56",2
23.1.2025,102939,"61,14",22
23.1.2025,102960,"5,56",2
23.1.2025,102705,"2,78",1
23.1.2025,102886,"2,78",1
23.1.2025,100087,"2,78",1
23.1.2025,102959,"9,73","3,5"
23.1.2025,104784,"27,79",10
23.1.2025,107216,"69,48",25
23.1.2025,102420,"2,78",1
23.1.2025,104339,"44,47",16
23.1.2025,110468,"30,57",11
23.1.2025,109661,"38,91",14
23.1.2025,102708,"44,47",16
23.1.2025,110147,"86,16",31
23.1.2025,104730,"2,78",1
23.1.2025,104732,"33,35",12
23.1.2025,106342,"197,33",71
23.1.2025,106066,"11,12",4
23.1.2025,101181,"14,17","5,1"
23.1.2025,102835,"2,78",1
23.1.2025,106595,"5,56",2
23.1.2025,109295,"2,78",1
23.1.2025,108298,"5,56",2
23.1.2025,109708,"11,12",4
23.1.2025,108991,"5,56",2
23.1.2025,103148,"2,78",1
23.1.2025,104971,"19,45",7
23.1.2025,108144,"8,34",3
23.1.2025,111362,"5,56",2
23.1.2025,110843,"11,12",4
23.1.2025,109934,"36,13",13
23.1.2025,106511,"13,9",5
23.1.2025,105848,"2,78",1
23.1.2025,107360,"13,9",5
23.1.2025,107529,"5,56",2
23.1.2025,104978,"5,56",2
23.1.2025,101839,"5,56",2
23.1.2025,107521,"5,56",2
23.1.2025,110888,"22,23",8
23.1.2025,106497,"41,69",15
23.1.2025,110837,"38,91",14
23.1.2025,111468,"5,56",2
23.1.2025,107579,"36,13",13
23.1.2025,109023,"13,9",5
23.1.2025,107710,"5,56",2
23.1.2025,106479,"44,47",16
23.1.2025,108645,"8,34",3
23.1.2025,110079,"5,56",2
23.1.2025,111088,"25,01",9
23.1.2025,109189,"38,91",14
23.1.2025,110483,"8,34",3
23.1.2025,111519,"11,12",4
23.1.2025,105768,"11,12",4
23.1.2025,105041,"13,9",5
23.1.2025,109961,"4,17","1,5"
23.1.2025,105039,"13,9",5
23.1.2025,105357,"25,01",9
23.1.2025,106069,"52,81",19
23.1.2025,105708,"47,25",17
23.1.2025,110320,"8,34",3
23.1.2025,105016,"5,56",2
23.1.2025,105751,"2,78",1
23.1.2025,105592,"2,78",1
23.1.2025,111296,"8,34",3
23.1.2025,110834,"16,68",6
23.1.2025,109593,"44,47","16,001"
23.1.2025,107510,"16,68",6
23.1.2025,108218,"5,56",2
23.1.2025,105447,"2,78",1
23.1.2025,110062,"5,56",2
23.1.2025,111973,"5,56",2
23.1.2025,104842,"2,78",1
23.1.2025,108219,"36,13",13
23.1.2025,105563,"8,34",3
23.1.2025,105831,"16,68",6
23.1.2025,111789,"16,68",6
23.1.2025,101320,"22,23",8
23.1.2025,105025,"8,34",3
23.1.2025,105761,"30,57","11,001"
23.1.2025,107757,"22,23",8
23.1.2025,107374,"2,78",1
23.1.2025,106865,"38,91",14
23.1.2025,107852,"8,34",3
23.1.2025,109462,"3,47","1,25"
23.1.2025,109821,"11,12",4
23.1.2025,106840,"8,34",3
23.1.2025,105446,"8,34",3
23.1.2025,107562,"13,9",5
23.1.2025,110893,"11,12",4
23.1.2025,111264,"2,78",1
23.1.2025,104959,"5,56",2
23.1.2025,110726,"8,34",3
23.1.2025,105764,"9,73","3,5"
23.1.2025,107844,"11,12",4
23.1.2025,110729,"5,56",2
23.1.2025,106481,"2,78",1
23.1.2025,110859,"38,91",14
23.1.2025,107354,"11,12",4
23.1.2025,105195,"8,34",3
23.1.2025,106761,"1,39","0,5"
23.1.2025,110075,"11,12",4
23.1.2025,110896,"5,56",2
23.1.2025,108935,"11,12",4
23.1.2025,110491,"5,56",2
23.1.2025,109277,"155,64",56
23.1.2025,109852,"11,12",4
23.1.2025,106536,"5,56",2
23.1.2025,105402,"33,35",12
23.1.2025,104884,"2,78",1
23.1.2025,105637,"8,34",3
23.1.2025,105265,"5,56",2
23.1.2025,106587,"5,56",2
23.1.2025,107389,"2,78",1
23.1.2025,110657,"22,23",8
23.1.2025,102456,"5,56",2
23.1.2025,103832,"13,9",5
23.1.2025,106471,"8,34",3
23.1.2025,103044,"50,03",18
23.1.2025,111580,"3,47","1,25"
24.1.2025,103981,"11,12",4
24.1.2025,101255,"12,51","4,5"
24.1.2025,106480,"5,56",2
24.1.2025,106482,"16,68",6
24.1.2025,106522,"11,12",4
24.1.2025,106606,"22,23",8
24.1.2025,106543,"8,34",3
24.1.2025,106561,"8,34",3
24.1.2025,106574,"2,78",1
24.1.2025,105330,"22,23",8
24.1.2025,104423,"22,23",8
24.1.2025,102538,"25,01",9
24.1.2025,103828,"2,78",1
24.1.2025,105790,"30,57",11
24.1.2025,103445,"13,9",5
24.1.2025,107940,"77,82",28
24.1.2025,101699,"16,68",6
24.1.2025,111284,"11,12",4
24.1.2025,110880,"16,68",6
24.1.2025,103982,"8,34",3
24.1.2025,103255,"5,56",2
24.1.2025,100257,"5,56",2
24.1.2025,106250,"17,6","6,333"
24.1.2025,100637,"8,34",3
24.1.2025,104858,"5,56",2
24.1.2025,106231,"12,51","4,5"
24.1.2025,106339,"49,19","17,7"
24.1.2025,100944,"98,66","35,5"
24.1.2025,112013,"18,07","6,5"
24.1.2025,100942,"22,23",8
24.1.2025,100948,"54,2","19,5"
24.1.2025,103521,"102,83",37
24.1.2025,111964,"38,91",14
24.1.2025,100762,"29,18","10,5"
24.1.2025,106719,"158,42",57
24.1.2025,104024,"13,9",5
24.1.2025,104256,"8,34",3
24.1.2025,104025,"61,14",22
24.1.2025,103390,"8,34",3
24.1.2025,103397,"11,12",4
24.1.2025,104180,"63,92",23
24.1.2025,104058,"166,76",60
24.1.2025,100757,"16,68",6
24.1.2025,103536,"5,56",2
24.1.2025,103100,"2,78",1
24.1.2025,103101,"16,68",6
24.1.2025,104122,"25,01",9
24.1.2025,102675,"11,12",4
24.1.2025,103694,"2,78",1
24.1.2025,104626,"2,78",1
24.1.2025,104418,"5,56",2
24.1.2025,104627,"19,45",7
24.1.2025,102717,"2,78",1
24.1.2025,104629,"9,26","3,333"
24.1.2025,104630,"6,48","2,333"
24.1.2025,106661,"22,23",8
24.1.2025,104436,"16,68",6
24.1.2025,104633,"2,78",1
24.1.2025,104437,"19,45",7
24.1.2025,106738,"11,12",4
24.1.2025,104416,"5,56",2
24.1.2025,104641,"9,73","3,5"
24.1.2025,102714,"19,45",7
24.1.2025,102841,"2,78",1
24.1.2025,102716,"2,78",1
24.1.2025,104650,"2,78",1
24.1.2025,102681,"18,07","6,5"
24.1.2025,102718,"19,45",7
24.1.2025,102719,"11,12",4
24.1.2025,102720,"16,68",6
24.1.2025,111950,"1,39","0,5"
24.1.2025,104774,"16,68",6
24.1.2025,102721,"5,56",2
24.1.2025,106269,"27,79",10
24.1.2025,107251,"207,06","74,5"
24.1.2025,104795,"2,78",1
24.1.2025,104758,"10,66","3,834"
24.1.2025,104776,"36,13",13
24.1.2025,106739,"59,29","21,333"
24.1.2025,102722,"22,23",8
24.1.2025,104789,"2,78",1
24.1.2025,102690,"2,78",1
24.1.2025,102692,"5,56",2
24.1.2025,104757,"5,56",2
24.1.2025,106736,"-4,4","-1,583"
24.1.2025,104764,"8,34",3
24.1.2025,104762,"30,57",11
24.1.2025,100295,"11,12",4
24.1.2025,104783,"5,56",2
24.1.2025,101054,"22,23",8
24.1.2025,102758,"200,11",72
24.1.2025,101056,"3,71","1,334"
24.1.2025,103785,"16,68",6
24.1.2025,104248,"69,48",25
24.1.2025,100788,"63,92",23
24.1.2025,104109,"2,78",1
24.1.2025,104082,"2,78",1
24.1.2025,106322,"63,92",23
24.1.2025,103412,"5,56",2
24.1.2025,103784,"30,57",11
24.1.2025,108050,"63,92",23
24.1.2025,104509,"5,56",2
24.1.2025,108882,"27,79",10
24.1.2025,106190,"8,34",3
24.1.2025,105132,"2,78",1
24.1.2025,103592,"272,37",98
24.1.2025,102296,"11,12",4
24.1.2025,101263,"8,34",3
24.1.2025,103983,"19,45",7
24.1.2025,106443,"2,78",1
24.1.2025,103485,"13,9",5
24.1.2025,104259,"8,34",3
24.1.2025,103984,"5,56",2
24.1.2025,111682,"2,78",1
24.1.2025,111888,"20,84","7,5"
24.1.2025,104507,"2,78",1
24.1.2025,104066,"5,56",2
24.1.2025,103985,"2,78",1
24.1.2025,104746,"37,52","13,5"
24.1.2025,105427,"11,12",4
24.1.2025,111321,"2,78",1
24.1.2025,103467,"59,75","21,5"
24.1.2025,103466,"27,79",10
24.1.2025,103465,"161,2",58
24.1.2025,110176,"75,04",27
24.1.2025,108328,"16,68",6
24.1.2025,103574,"8,34",3
24.1.2025,102139,"109,78","39,5"
24.1.2025,103463,"69,48",25
24.1.2025,102164,"33,35",12
24.1.2025,104081,"2,78",1
24.1.2025,104911,"2,78",1
24.1.2025,104916,"8,34",3
24.1.2025,100989,"13,9",5
24.1.2025,104264,"30,57",11
24.1.2025,100851,"8,34",3
24.1.2025,107483,"27,79",10
24.1.2025,100852,"80,6",29
24.1.2025,103559,"8,34",3
24.1.2025,109503,"2,78",1
24.1.2025,103458,"11,12",4
24.1.2025,103411,"41,69",15
24.1.2025,100175,"6,25","2,25"
24.1.2025,108521,"19,45",7
24.1.2025,104263,"19,45",7
24.1.2025,105320,"72,26",26
24.1.2025,107448,"13,9",5
24.1.2025,109999,"2,78",1
24.1.2025,106681,"72,26",26
24.1.2025,108523,"11,12",4
24.1.2025,110622,"16,68",6
24.1.2025,102136,"38,91",14
24.1.2025,108116,"13,9",5
24.1.2025,100853,"5,56",2
24.1.2025,107484,"13,9",5
24.1.2025,104495,"55,59",20
24.1.2025,102135,"5,56",2
24.1.2025,105466,"11,12",4
24.1.2025,104135,"1,39","0,5"
24.1.2025,100854,"5,56",2
24.1.2025,108568,"38,91",14
24.1.2025,100823,"20,38","7,333"
24.1.2025,103940,"25,01",9
24.1.2025,104179,"30,57",11
24.1.2025,103548,"2,78",1
24.1.2025,102182,"50,03",18
24.1.2025,108339,"5,56",2
24.1.2025,107185,"5,56",2
24.1.2025,105470,"11,12",4
24.1.2025,108120,"2,78",1
24.1.2025,100897,"2,78",1
24.1.2025,104127,"0,47","0,169"
24.1.2025,107242,"30,57",11
24.1.2025,104261,"2,78",1
24.1.2025,104023,"27,79",10
24.1.2025,104126,"2,78",1
24.1.2025,104260,"25,01",9
24.1.2025,103790,"5,56",2
24.1.2025,112084,"22,23",8
24.1.2025,103929,"22,23",8
24.1.2025,104125,"27,79",10
24.1.2025,111994,"16,68",6
24.1.2025,104015,"27,79",10
24.1.2025,106278,"36,13",13
24.1.2025,105780,"36,13",13
24.1.2025,108321,"13,9",5
24.1.2025,103928,"33,35",12
24.1.2025,104064,"36,13",13
24.1.2025,100183,"30,57",11
24.1.2025,104079,"9,51","3,42"
24.1.2025,103550,"5,56",2
24.1.2025,103771,"5,56",2
24.1.2025,102221,"11,12",4
24.1.2025,107096,"11,12",4
24.1.2025,109849,"8,34",3
24.1.2025,106648,"13,9",5
24.1.2025,104089,"16,68",6
24.1.2025,103643,"27,79",10
24.1.2025,104048,"25,01",9
24.1.2025,101080,"19,45",7
24.1.2025,106698,"33,35",12
24.1.2025,102197,"33,35",12
24.1.2025,103460,"5,56",2
24.1.2025,100254,"5,56",2
24.1.2025,103770,"25,01",9
24.1.2025,100829,"5,56",2
24.1.2025,100830,"8,34",3
24.1.2025,100798,"8,34",3
24.1.2025,111857,"58,36",21
24.1.2025,103741,"2,78",1
24.1.2025,104017,"13,9",5
24.1.2025,105316,"11,12",4
24.1.2025,108764,"36,13",13
24.1.2025,105238,"5,56",2
24.1.2025,104532,"2,78",1
24.1.2025,100839,"2,78",1
24.1.2025,104498,"11,12",4
24.1.2025,109867,"30,57",11
24.1.2025,104085,"16,68",6
24.1.2025,104499,"2,78",1
24.1.2025,104557,"26,4","9,5"
24.1.2025,104236,"22,23",8
24.1.2025,100832,"16,68",6
24.1.2025,103930,"2,78",1
24.1.2025,105062,"30,57",11
24.1.2025,103755,"11,12",4
24.1.2025,104073,"8,34",3
24.1.2025,103977,"8,34",3
24.1.2025,103949,"22,23",8
24.1.2025,103420,"13,9",5
24.1.2025,103464,"25,01",9
24.1.2025,110741,"44,47",16
24.1.2025,103401,"2,78",1
24.1.2025,103781,"30,57",11
24.1.2025,103914,"5,56",2
24.1.2025,101281,"43,08","15,5"
24.1.2025,108330,"27,79",10
24.1.2025,100847,"11,12",4
24.1.2025,112011,"5,56",2
24.1.2025,104213,"11,12",4
24.1.2025,110978,"2,78",1
24.1.2025,106694,"37,52","13,5"
24.1.2025,106355,"2,78",1
24.1.2025,103462,"5,56",2
24.1.2025,106688,"111,17",40
24.1.2025,111996,"5,56",2
24.1.2025,104107,"47,25",17
24.1.2025,105181,"11,12",4
24.1.2025,104100,"8,34",3
24.1.2025,105858,"16,68",6
24.1.2025,104258,"8,34",3
24.1.2025,104099,"38,91",14
24.1.2025,104490,"11,12",4
24.1.2025,104161,"38,91",14
24.1.2025,103968,"161,2",58
