Calendar day,Customer,BGN,CS
12.8.2025,107701,"5,56",2
12.8.2025,104837,"22,23",8
12.8.2025,106184,"5,56",2
12.8.2025,105359,"5,56",2
12.8.2025,110454,"5,56",2
12.8.2025,107551,"2,78",1
12.8.2025,107439,"8,34",3
12.8.2025,110442,"16,68",6
12.8.2025,106183,"5,56",2
12.8.2025,106836,"5,56",2
12.8.2025,105099,"33,35",12
12.8.2025,105592,"8,34",3
12.8.2025,108401,"27,79",10
12.8.2025,110910,"30,57",11
12.8.2025,108992,"13,9",5
12.8.2025,105100,"5,56",2
12.8.2025,107501,"8,34",3
12.8.2025,110802,"27,79",10
12.8.2025,108419,"11,12",4
12.8.2025,104839,"13,9",5
12.8.2025,109935,"19,45",7
12.8.2025,104840,"5,56",2
12.8.2025,110894,"8,34",3
12.8.2025,110886,"8,34",3
12.8.2025,111853,"16,68",6
12.8.2025,107510,"8,34",3
12.8.2025,105487,"5,56",2
12.8.2025,105447,"25,01",9
12.8.2025,110464,"19,45",7
12.8.2025,110405,"13,9",5
12.8.2025,107425,"44,47",16
12.8.2025,106582,"16,68",6
12.8.2025,108219,"150,08",54
12.8.2025,107568,"5,56",2
12.8.2025,111528,"27,79",10
12.8.2025,109692,"11,12",4
12.8.2025,108972,"77,82",28
12.8.2025,106475,"5,56",2
12.8.2025,105883,"11,12",4
12.8.2025,111548,"25,01",9
12.8.2025,111545,"19,45",7
12.8.2025,107754,"8,34",3
12.8.2025,103373,"202,89",73
12.8.2025,107903,"172,31",62
12.8.2025,111782,"27,79",10
12.8.2025,108998,"13,9",5
12.8.2025,110650,"2,78",1
12.8.2025,106003,"5,56",2
12.8.2025,101340,"94,5",34
12.8.2025,105606,"16,68",6
12.8.2025,107316,"4,17","1,5"
12.8.2025,105120,"19,45",7
12.8.2025,107747,"41,69",15
12.8.2025,108620,"2,78",1
12.8.2025,107320,"16,68",6
12.8.2025,105485,"8,34",3
12.8.2025,108137,"2,78",1
12.8.2025,108135,"13,9",5
12.8.2025,107595,"13,9",5
12.8.2025,105017,"33,35",12
12.8.2025,107611,"8,34",3
12.8.2025,110402,"22,23",8
12.8.2025,105618,"18,07","6,5"
12.8.2025,105611,"11,12",4
12.8.2025,105025,"8,34",3
12.8.2025,105761,"41,69",15
12.8.2025,105812,"5,56",2
12.8.2025,110708,"34,28","12,333"
12.8.2025,109969,"5,56",2
12.8.2025,107325,"38,91",14
12.8.2025,108151,"11,12",4
12.8.2025,107757,"11,12",4
12.8.2025,110632,"22,23",8
12.8.2025,108119,"11,12",4
12.8.2025,110705,"50,03",18
12.8.2025,105164,"11,12",4
12.8.2025,110647,"2,78",1
12.8.2025,106755,"11,12",4
12.8.2025,110355,"13,9",5
12.8.2025,108271,"2,78",1
12.8.2025,111785,"5,56",2
12.8.2025,107739,"11,12",4
12.8.2025,105486,"16,68",6
12.8.2025,108310,"16,68",6
12.8.2025,106077,"8,34",3
12.8.2025,106139,"16,68",6
12.8.2025,106142,"22,23",8
12.8.2025,106167,"11,12",4
12.8.2025,108872,"26,4","9,5"
12.8.2025,108975,"8,34",3
12.8.2025,110431,"5,56",2
12.8.2025,108856,"8,34",3
12.8.2025,108848,"2,78",1
12.8.2025,107771,"52,81",19
12.8.2025,105663,"13,9",5
12.8.2025,108753,"11,12",4
12.8.2025,107767,"16,68",6
12.8.2025,107768,"5,56",2
12.8.2025,108749,"16,68",6
12.8.2025,108754,"2,78",1
12.8.2025,108767,"8,34",3
12.8.2025,108795,"4,17","1,5"
12.8.2025,105642,"11,12",4
12.8.2025,111194,"11,12",4
12.8.2025,108625,"22,23",8
12.8.2025,108632,"9,73","3,5"
12.8.2025,107738,"47,25",17
12.8.2025,107765,"22,23",8
12.8.2025,107763,"8,34",3
12.8.2025,105647,"2,78",1
12.8.2025,108612,"8,34",3
12.8.2025,110897,"5,09","1,833"
12.8.2025,105584,"2,78",1
12.8.2025,107877,"2,78",1
12.8.2025,111444,"19,45",7
12.8.2025,111671,"25,01",9
12.8.2025,109820,"1,39","0,5"
12.8.2025,107831,"11,12",4
12.8.2025,100298,"11,12",4
12.8.2025,107830,"38,91",14
12.8.2025,104968,"11,12",4
12.8.2025,110648,"2,78",1
12.8.2025,109031,"52,81",19
12.8.2025,106078,"2,78",1
12.8.2025,107829,"13,9",5
12.8.2025,106108,"2,78",1
12.8.2025,109092,"2,78",1
12.8.2025,108125,"83,38",30
12.8.2025,108154,"83,38",30
12.8.2025,107852,"5,56",2
12.8.2025,109462,"5,56",2
12.8.2025,105603,"11,12",4
12.8.2025,105785,"5,56",2
12.8.2025,105788,"41,69",15
12.8.2025,108746,"5,56",2
12.8.2025,108748,"5,56",2
12.8.2025,111529,"41,69",15
12.8.2025,107561,"8,34",3
12.8.2025,105617,"11,12",4
12.8.2025,111251,"69,48",25
12.8.2025,105192,"11,12",4
12.8.2025,107556,"13,9",5
12.8.2025,107563,"5,56",2
12.8.2025,110430,"58,36",21
12.8.2025,111465,"27,79",10
12.8.2025,106544,"122,29",44
12.8.2025,108126,"30,57",11
12.8.2025,105987,"5,56",2
12.8.2025,105203,"13,9",5
12.8.2025,111646,"12,51","4,5"
12.8.2025,110514,"5,56",2
12.8.2025,110575,"11,12",4
12.8.2025,106540,"13,9",5
12.8.2025,109856,"5,56",2
12.8.2025,106017,"9,73","3,5"
12.8.2025,104959,"5,56",2
12.8.2025,109918,"19,45",7
12.8.2025,111913,"16,68",6
12.8.2025,111796,"8,34",3
12.8.2025,106591,"19,45",7
12.8.2025,105397,"5,56",2
12.8.2025,110891,"11,12",4
12.8.2025,105395,"16,68",6
12.8.2025,107363,"5,56",2
12.8.2025,110859,"19,45",7
12.8.2025,107354,"2,78",1
12.8.2025,110360,"27,79",10
12.8.2025,105967,"11,12",4
12.8.2025,108360,"2,78",1
12.8.2025,107366,"11,12",4
12.8.2025,111845,"5,56",2
12.8.2025,110114,"2,78",1
12.8.2025,110418,"8,34",3
12.8.2025,111257,"34,74","12,5"
12.8.2025,108347,"11,12",4
12.8.2025,107759,"27,79",10
12.8.2025,106537,"19,45",7
12.8.2025,108833,"2,78",1
12.8.2025,107588,"13,9",5
12.8.2025,107590,"2,78",1
12.8.2025,106124,"2,78",1
12.8.2025,110896,"2,78",1
12.8.2025,108935,"13,9",5
12.8.2025,106116,"2,78",1
12.8.2025,105894,"-2,78",-1
12.8.2025,108750,"30,57",11
12.8.2025,105638,"2,78",1
12.8.2025,110524,"19,45",7
12.8.2025,101354,"16,68",6
12.8.2025,101355,"47,25",17
12.8.2025,107592,"8,34",3
12.8.2025,107693,"8,34",3
12.8.2025,111904,"19,45",7
12.8.2025,107591,"8,34",3
12.8.2025,107593,"11,12",4
12.8.2025,108019,"25,01",9
12.8.2025,105265,"11,12",4
12.8.2025,107364,"2,78",1
12.8.2025,111497,"30,57",11
12.8.2025,108068,"8,34",3
12.8.2025,110895,"27,79",10
12.8.2025,104864,"5,56",2
12.8.2025,104203,"68,09","24,5"
12.8.2025,111700,"2,78",1
12.8.2025,102272,"38,91",14
12.8.2025,107962,"30,57",11
12.8.2025,102381,"8,34",3
12.8.2025,104642,"8,34",3
12.8.2025,107311,"8,34",3
12.8.2025,111496,"16,68",6
12.8.2025,108224,"22,23",8
12.8.2025,100703,"61,14",22
12.8.2025,111490,"36,13",13
12.8.2025,110486,"11,12",4
12.8.2025,103038,"16,68",6
12.8.2025,100464,"13,9",5
12.8.2025,101938,"11,12",4
12.8.2025,106052,"5,56",2
12.8.2025,106637,"479,42","172,5"
12.8.2025,100324,"5,56",2
12.8.2025,102300,"72,26",26
12.8.2025,103253,"41,69",15
12.8.2025,105143,"16,68",6
12.8.2025,110800,"161,2",58
12.8.2025,103150,"100,05",36
12.8.2025,108156,"19,45",7
12.8.2025,101482,"2,78",1
12.8.2025,104398,"33,35",12
12.8.2025,110899,"25,01",9
12.8.2025,107764,"16,68",6
12.8.2025,110686,"41,69",15
12.8.2025,101800,"2,78",1
12.8.2025,111622,"2,78",1
12.8.2025,100462,"8,34",3
12.8.2025,101066,"5,56",2
12.8.2025,102266,"33,35",12
12.8.2025,104737,"50,03",18
12.8.2025,102326,"30,57",11
12.8.2025,111053,"5,56",2
12.8.2025,100220,"55,59",20
12.8.2025,103151,"11,12",4
12.8.2025,110684,"19,45",7
12.8.2025,107941,"2,78",1
12.8.2025,111616,"138,96",50
12.8.2025,109866,"8,34",3
12.8.2025,100428,"102,83",37
12.8.2025,100425,"305,72",110
12.8.2025,105673,"11,12",4
12.8.2025,107664,"44,47",16
12.8.2025,105644,"16,68",6
12.8.2025,102407,"11,12",4
12.8.2025,100423,"5,56",2
12.8.2025,107686,"19,45",7
12.8.2025,111543,"27,79",10
12.8.2025,103749,"2,78",1
12.8.2025,103862,"133,41",48
12.8.2025,102294,"94,5",34
12.8.2025,102318,"50,03",18
12.8.2025,102319,"55,59",20
12.8.2025,100470,"30,57",11
12.8.2025,105567,"47,25",17
12.8.2025,102320,"22,23",8
12.8.2025,100493,"75,04",27
12.8.2025,104605,"100,05",36
12.8.2025,110688,"25,01",9
12.8.2025,102291,"36,13",13
12.8.2025,107370,"8,34",3
12.8.2025,100957,"25,01",9
12.8.2025,107857,"30,57",11
12.8.2025,107826,"2,78",1
12.8.2025,105874,"12,51","4,5"
12.8.2025,105643,"11,12",4
12.8.2025,107653,"13,9",5
12.8.2025,102274,"11,12",4
12.8.2025,100487,"30,57",11
12.8.2025,105667,"19,45",7
12.8.2025,101934,"5,56",2
12.8.2025,104668,"8,34",3
12.8.2025,111498,"27,79",10
12.8.2025,110359,"11,12",4
12.8.2025,111512,"8,34",3
12.8.2025,100051,"22,23",8
12.8.2025,107847,"5,56",2
12.8.2025,105651,"5,56",2
12.8.2025,105649,"61,14",22
12.8.2025,105922,"2,78",1
12.8.2025,101932,"44,47",16
12.8.2025,105640,"25,01",9
12.8.2025,108771,"5,56",2
12.8.2025,107846,"5,56",2
12.8.2025,107804,"2,78",1
12.8.2025,102317,"5,09","1,833"
12.8.2025,105377,"2,78",1
12.8.2025,110698,"47,25",17
12.8.2025,100959,"30,57",11
12.8.2025,105931,"47,25",17
12.8.2025,111202,"2,78",1
12.8.2025,105659,"13,9",5
12.8.2025,100067,"2,78",1
12.8.2025,107783,"44,47",16
12.8.2025,107805,"11,12",4
12.8.2025,110115,"5,56",2
12.8.2025,109308,"22,23",8
12.8.2025,102978,"5,56",2
12.8.2025,100961,"19,45",7
12.8.2025,104474,"94,5",34
12.8.2025,108869,"2,78",1
12.8.2025,108870,"5,56",2
12.8.2025,111806,"27,79",10
12.8.2025,107307,"11,12",4
12.8.2025,105727,"19,45",7
12.8.2025,111686,"13,9",5
12.8.2025,100489,"9,73","3,5"
12.8.2025,110257,"5,56",2
12.8.2025,111001,"11,12",4
12.8.2025,111346,"27,79",10
12.8.2025,103152,"47,13","16,958"
12.8.2025,103854,"25,01",9
12.8.2025,103846,"16,68",6
12.8.2025,100956,"16,91","6,083"
12.8.2025,101943,"11,12",4
12.8.2025,107789,"50,03",18
12.8.2025,103153,"22,23",8
12.8.2025,108372,"22,23",8
12.8.2025,105121,"23,62","8,5"
12.8.2025,107845,"8,34",3
12.8.2025,107321,"5,56",2
12.8.2025,106101,"63,92",23
12.8.2025,105656,"5,56",2
12.8.2025,107775,"13,9",5
12.8.2025,110668,"8,34",3
12.8.2025,104803,"52,81",19
12.8.2025,111513,"13,9",5
12.8.2025,107334,"11,12",4
12.8.2025,100671,"27,79",10
12.8.2025,105127,"16,68",6
12.8.2025,105284,"2,78",1
12.8.2025,107851,"55,59",20
12.8.2025,107850,"11,12",4
12.8.2025,110693,"5,56",2
12.8.2025,108896,"41,69",15
12.8.2025,102192,"2,78",1
12.8.2025,111511,"2,78",1
12.8.2025,105662,"5,56",2
12.8.2025,103993,"13,9",5
12.8.2025,110733,"36,13",13
12.8.2025,111039,"2,78",1
12.8.2025,103891,"88,94",32
12.8.2025,104567,"80,6",29
12.8.2025,104806,"16,68",6
12.8.2025,107389,"69,48",25
12.8.2025,108291,"2,78",1
12.8.2025,101338,"30,57",11
12.8.2025,109998,"27,79",10
12.8.2025,110661,"2,78",1
12.8.2025,105899,"11,12",4
12.8.2025,100731,"11,12",4
12.8.2025,108720,"11,12",4
12.8.2025,104831,"22,23",8
12.8.2025,108368,"13,9",5
12.8.2025,103751,"34,74","12,5"
12.8.2025,105636,"2,78",1
12.8.2025,109599,"33,35",12
12.8.2025,104733,"33,35",12
12.8.2025,102455,"7,87","2,833"
12.8.2025,106076,"22,23",8
12.8.2025,106966,"11,12",4
12.8.2025,110907,"2,78",1
12.8.2025,102456,"13,9",5
12.8.2025,109896,"22,23",8
12.8.2025,108358,"5,56",2
12.8.2025,109294,"3023,85",1088
12.8.2025,100362,"58,36",21
12.8.2025,108225,"2,78",1
12.8.2025,105677,"38,91",14
12.8.2025,101001,"5,56",2
12.8.2025,108397,"8,34",3
12.8.2025,103832,"20,15","7,25"
12.8.2025,110437,"30,57",11
12.8.2025,108374,"16,68",6
12.8.2025,107349,"11,12",4
12.8.2025,105917,"50,03",18
12.8.2025,108373,"11,12",4
12.8.2025,110672,"5,21","1,875"
12.8.2025,111793,"11,12",4
12.8.2025,110181,"22,23",8
12.8.2025,111274,"8,34",3
12.8.2025,109642,"22,23",8
13.8.2025,103981,"13,9",5
13.8.2025,106482,"2,78",1
13.8.2025,106543,"15,29","5,5"
13.8.2025,106561,"8,34",3
13.8.2025,102879,"102,83",37
13.8.2025,112067,"61,14",22
13.8.2025,101991,"33,35",12
13.8.2025,101008,"16,68",6
13.8.2025,106574,"2,78",1
13.8.2025,105330,"41,69",15
13.8.2025,104423,"55,59",20
13.8.2025,107927,"11,12",4
13.8.2025,103828,"16,68",6
13.8.2025,100664,"2,78",1
13.8.2025,101699,"36,13",13
13.8.2025,110880,"0,93","0,333"
13.8.2025,103982,"2,78",1
13.8.2025,106250,"32,66","11,75"
13.8.2025,100637,"4,17","1,5"
13.8.2025,110595,"119,51",43
13.8.2025,103562,"63,92",23
13.8.2025,106231,"72,26",26
13.8.2025,106339,"47,02","16,917"
13.8.2025,111848,"6,48","2,333"
13.8.2025,112013,"33,35",12
13.8.2025,100942,"13,9",5
13.8.2025,100948,"19,45",7
13.8.2025,108078,"5,56",2
13.8.2025,104018,"300,16",108
13.8.2025,111964,"25,01",9
13.8.2025,100762,"33,35",12
13.8.2025,103697,"25,01",9
13.8.2025,104025,"27,79",10
13.8.2025,104461,"158,42",57
13.8.2025,103390,"8,34",3
13.8.2025,104058,"11,12",4
13.8.2025,104422,"27,79",10
13.8.2025,100758,"16,68",6
13.8.2025,100757,"33,35",12
13.8.2025,103536,"13,9",5
13.8.2025,112051,"869,92","313,001"
13.8.2025,103100,"2,78",1
13.8.2025,103101,"63,92",23
13.8.2025,104122,"38,91",14
13.8.2025,104091,"2,78",1
13.8.2025,102675,"16,68",6
13.8.2025,103694,"30,57",11
13.8.2025,100807,"16,68",6
13.8.2025,106723,"33,35",12
13.8.2025,104438,"66,7",24
13.8.2025,104626,"5,56",2
13.8.2025,104418,"5,56",2
13.8.2025,102676,"2,78",1
13.8.2025,101064,"8,34",3
13.8.2025,104433,"38,91",14
13.8.2025,104628,"2,78",1
13.8.2025,104630,"13,9",5
13.8.2025,104434,"27,79",10
13.8.2025,104435,"2,78",1
13.8.2025,106661,"332,6","119,67"
13.8.2025,104633,"11,12",4
13.8.2025,104723,"5,56",2
13.8.2025,104412,"5,56",2
13.8.2025,104437,"188,99",68
13.8.2025,104416,"8,34",3
13.8.2025,104641,"20,15","7,25"
13.8.2025,102714,"13,9",5
13.8.2025,102715,"8,34",3
13.8.2025,102841,"144,52",52
13.8.2025,102716,"5,56",2
13.8.2025,104650,"2,78",1
13.8.2025,104726,"11,12",4
13.8.2025,104727,"2,78",1
13.8.2025,101059,"19,45",7
13.8.2025,112099,"255,69",92
13.8.2025,102681,"13,9",5
13.8.2025,101303,"75,04",27
13.8.2025,102718,"8,34",3
13.8.2025,104704,"80,6",29
13.8.2025,102719,"11,12",4
13.8.2025,102720,"26,41","9,501"
13.8.2025,111950,"11,81","4,25"
13.8.2025,112019,"5,56",2
13.8.2025,104774,"13,9",5
13.8.2025,102721,"19,45",7
13.8.2025,106269,"72,73","26,167"
13.8.2025,107251,"116,73",42
13.8.2025,101179,"27,79",10
13.8.2025,101052,"91,72",33
13.8.2025,106739,"50,03",18
13.8.2025,102677,"50,03",18
13.8.2025,102701,"2,78",1
13.8.2025,104789,"13,9",5
13.8.2025,102691,"102,83",37
13.8.2025,102692,"2,78",1
13.8.2025,104757,"5,56",2
13.8.2025,104767,"38,91",14
13.8.2025,104764,"8,34",3
13.8.2025,101054,"63,92",23
13.8.2025,104791,"11,12",4
13.8.2025,107220,"27,79",10
13.8.2025,103338,"222,34",80
13.8.2025,100149,"5,56",2
13.8.2025,100992,"11,12",4
13.8.2025,111955,"8,34",3
13.8.2025,105465,"27,79",10
13.8.2025,100222,"2,78",1
13.8.2025,106477,"25,01",9
13.8.2025,108259,"5,56",2
13.8.2025,105458,"11,12",4
13.8.2025,100994,"8,34",3
13.8.2025,100788,"33,35",12
13.8.2025,111975,"58,36",21
13.8.2025,104109,"197,33",71
13.8.2025,104082,"63,92",23
13.8.2025,105546,"36,13",13
13.8.2025,103412,"26,4","9,5"
13.8.2025,105125,"5,56",2
13.8.2025,104508,"66,7",24
13.8.2025,101016,"61,14",22
13.8.2025,107248,"97,27",35
13.8.2025,104509,"11,12",4
13.8.2025,108052,"44,47",16
13.8.2025,108657,"5,56",2
13.8.2025,107638,"13,9",5
13.8.2025,111190,"13,9",5
13.8.2025,100496,"22,23",8
13.8.2025,104083,"97,27",35
13.8.2025,108044,"36,13",13
13.8.2025,100529,"77,82",28
13.8.2025,108882,"5,56",2
13.8.2025,106825,"2,78",1
13.8.2025,108663,"13,9",5
13.8.2025,108793,"5,56",2
13.8.2025,108805,"41,69",15
13.8.2025,109789,"5,56",2
13.8.2025,110954,"52,81",19
13.8.2025,107840,"5,56",2
13.8.2025,108355,"2,78",1
13.8.2025,108382,"30,57",11
13.8.2025,108796,"47,25",17
13.8.2025,101363,"9,73","3,5"
13.8.2025,108797,"33,35",12
13.8.2025,108868,"33,35",12
13.8.2025,108353,"27,79",10
13.8.2025,109074,"11,12",4
13.8.2025,108357,"20,84","7,5"
13.8.2025,103421,"297,38",107
13.8.2025,108045,"38,91",14
13.8.2025,102296,"62,53","22,5"
13.8.2025,101263,"19,45",7
13.8.2025,104080,"27,79",10
13.8.2025,104094,"30,57",11
13.8.2025,103983,"19,45",7
13.8.2025,103916,"5,56",2
13.8.2025,105559,"2,78",1
13.8.2025,106317,"311,28",112
13.8.2025,106314,"27,79",10
13.8.2025,108141,"8,34",3
13.8.2025,100519,"5,56",2
13.8.2025,107466,"13,9",5
13.8.2025,108490,"13,9",5
13.8.2025,107462,"47,25",17
13.8.2025,110933,"2,78",1
13.8.2025,108613,"13,9",5
13.8.2025,108617,"44,47",16
13.8.2025,110139,"8,34",3
13.8.2025,106140,"19,45",7
13.8.2025,103485,"91,72",33
13.8.2025,107457,"16,68",6
13.8.2025,108331,"22,93","8,25"
13.8.2025,107488,"25,01",9
13.8.2025,108513,"36,13",13
13.8.2025,104077,"36,13",13
13.8.2025,104259,"8,34",3
13.8.2025,103984,"325,18",117
13.8.2025,111682,"2,78",1
13.8.2025,111888,"47,25",17
13.8.2025,104507,"91,72",33
13.8.2025,104066,"27,79",10
13.8.2025,107468,"8,34",3
13.8.2025,104746,"30,57",11
13.8.2025,104074,"55,59",20
13.8.2025,107811,"25,01",9
13.8.2025,105427,"2,78",1
13.8.2025,107455,"33,35",12
13.8.2025,100517,"50,03",18
13.8.2025,106320,"16,68",6
13.8.2025,109726,"61,14",22
13.8.2025,108781,"8,34",3
13.8.2025,109079,"8,34",3
13.8.2025,107867,"19,45",7
13.8.2025,104898,"2,78",1
13.8.2025,103467,"30,57",11
13.8.2025,103466,"50,03",18
13.8.2025,103465,"27,79",10
13.8.2025,107928,"58,36",21
13.8.2025,108328,"11,12",4
13.8.2025,100134,"25,01",9
13.8.2025,107963,"37,52","13,5"
13.8.2025,103574,"50,03",18
13.8.2025,103897,"58,36",21
13.8.2025,107956,"20,84","7,5"
13.8.2025,106182,"22,23",8
13.8.2025,104081,"47,25",17
13.8.2025,100989,"88,94",32
13.8.2025,104264,"36,13",13
13.8.2025,100851,"27,79",10
13.8.2025,107483,"33,35",12
13.8.2025,100852,"16,68",6
13.8.2025,103546,"2,78",1
13.8.2025,100781,"61,14",22
13.8.2025,103559,"180,65",65
13.8.2025,103605,"13,9",5
13.8.2025,104275,"113,95",41
13.8.2025,103458,"41,69",15
13.8.2025,103459,"47,25",17
13.8.2025,107181,"63,92",23
13.8.2025,100175,"5,56",2
13.8.2025,108521,"8,34",3
13.8.2025,104459,"58,36",21
13.8.2025,104263,"16,68",6
13.8.2025,105320,"127,85",46
13.8.2025,103639,"36,13",13
13.8.2025,107448,"13,9",5
13.8.2025,108315,"2,78",1
13.8.2025,100200,"8,34",3
13.8.2025,106681,"125,07",45
13.8.2025,104130,"36,13",13
13.8.2025,102212,"50,03",18
13.8.2025,108813,"8,34",3
13.8.2025,105231,"2,78",1
13.8.2025,100521,"91,72",33
13.8.2025,104918,"11,12",4
13.8.2025,104962,"13,9",5
13.8.2025,107921,"5,56",2
13.8.2025,111844,"36,13",13
13.8.2025,105945,"8,34",3
13.8.2025,103590,"8,34",3
13.8.2025,100130,"138,96",50
13.8.2025,104506,"5,56",2
13.8.2025,104529,"19,45",7
13.8.2025,104510,"2,78",1
13.8.2025,108066,"27,79",10
13.8.2025,111245,"5,56",2
13.8.2025,108823,"16,68",6
13.8.2025,107953,"19,45",7
13.8.2025,107929,"27,79",10
13.8.2025,107452,"30,57",11
13.8.2025,109315,"22,23",8
13.8.2025,110011,"8,34",3
13.8.2025,110703,"27,79",10
13.8.2025,108785,"5,56",2
13.8.2025,103640,"25,01",9
13.8.2025,105410,"16,68",6
13.8.2025,107925,"20,84","7,5"
13.8.2025,105264,"61,14",22
13.8.2025,104136,"13,9",5
13.8.2025,107951,"25,01",9
13.8.2025,100853,"2,78",1
13.8.2025,107484,"2,78",1
13.8.2025,104495,"130,63",47
13.8.2025,102135,"22,23",8
13.8.2025,107584,"2,78",1
13.8.2025,104135,"63,92",23
13.8.2025,100854,"2,78",1
13.8.2025,100823,"25,01",9
13.8.2025,108677,"12,51","4,5"
13.8.2025,103552,"55,59",20
13.8.2025,103940,"63,92",23
13.8.2025,104179,"52,81",19
13.8.2025,103548,"13,9",5
13.8.2025,104134,"8,34",3
13.8.2025,108339,"5,56",2
13.8.2025,100526,"36,13",13
13.8.2025,108122,"8,34",3
13.8.2025,104104,"100,05",36
13.8.2025,107573,"5,56",2
13.8.2025,100516,"105,61",38
13.8.2025,106244,"52,81",19
13.8.2025,105266,"8,34",3
13.8.2025,106298,"30,57",11
13.8.2025,109869,"2,78",1
13.8.2025,107930,"25,01",9
13.8.2025,107185,"11,12",4
13.8.2025,105562,"13,9",5
13.8.2025,105470,"30,57",11
13.8.2025,109081,"8,34",3
13.8.2025,107895,"2,78",1
13.8.2025,111170,"2,78",1
13.8.2025,100754,"38,91",14
13.8.2025,108345,"19,45",7
13.8.2025,100500,"38,91",14
13.8.2025,108120,"41,69",15
13.8.2025,108573,"16,68",6
13.8.2025,108159,"11,12",4
13.8.2025,107959,"16,68",6
13.8.2025,100162,"2,78",1
13.8.2025,100876,"11,12",4
13.8.2025,107554,"16,68",6
13.8.2025,105940,"19,45",7
13.8.2025,100988,"55,59",20
13.8.2025,108526,"19,45",7
13.8.2025,108325,"19,45",7
13.8.2025,100897,"2,78",1
13.8.2025,108774,"8,34",3
13.8.2025,107888,"30,57",11
13.8.2025,104127,"94,5",34
13.8.2025,100498,"94,5",34
13.8.2025,100520,"19,45",7
13.8.2025,100503,"86,16",31
13.8.2025,100505,"69,48",25
13.8.2025,100527,"58,36",21
13.8.2025,107607,"63,92",23
13.8.2025,104261,"18,07","6,5"
13.8.2025,104126,"105,61",38
13.8.2025,107891,"2,78",1
13.8.2025,103790,"8,34",3
13.8.2025,112084,"88,94",32
13.8.2025,108512,"5,56",2
13.8.2025,103929,"44,47",16
13.8.2025,100502,"88,94",32
13.8.2025,111323,"275,15",99
13.8.2025,107893,"11,12",4
13.8.2025,111994,"13,9",5
13.8.2025,105273,"8,34",3
13.8.2025,103549,"15,29","5,5"
13.8.2025,104015,"8,34",3
13.8.2025,107471,"5,56",2
13.8.2025,106278,"122,29",44
13.8.2025,108155,"25,01",9
13.8.2025,106310,"25,01",9
13.8.2025,104087,"97,27",35
13.8.2025,108534,"16,68",6
13.8.2025,106821,"5,56",2
13.8.2025,108496,"1,39","0,5"
13.8.2025,103928,"88,94",32
13.8.2025,108968,"11,12",4
13.8.2025,100183,"11,12",4
13.8.2025,104079,"69,48",25
13.8.2025,108318,"33,35",12
13.8.2025,106333,"5,56",2
13.8.2025,107931,"13,9",5
13.8.2025,106818,"13,9",5
13.8.2025,105277,"2,78",1
13.8.2025,111552,"13,9",5
13.8.2025,104101,"208,45",75
13.8.2025,100556,"27,79",10
13.8.2025,107864,"2,78",1
13.8.2025,108342,"5,56",2
13.8.2025,103550,"122,29",44
13.8.2025,103771,"25,01",9
13.8.2025,102221,"8,34",3
13.8.2025,104090,"11,12",4
13.8.2025,103689,"5,56",2
13.8.2025,107096,"8,34",3
13.8.2025,107336,"50,03",18
13.8.2025,109849,"11,12",4
13.8.2025,106648,"2117,11","761,75"
13.8.2025,104089,"38,91",14
13.8.2025,103643,"8,34",3
13.8.2025,104048,"5,56",2
13.8.2025,101080,"50,03",18
13.8.2025,103563,"31,5","11,334"
13.8.2025,106698,"53,04","19,083"
13.8.2025,100828,"36,13",13
13.8.2025,104533,"13,9",5
13.8.2025,106292,"2,78",1
13.8.2025,103460,"133,41",48
13.8.2025,103770,"2,78",1
13.8.2025,104458,"11,12",4
13.8.2025,103461,"66,7",24
13.8.2025,100829,"5,56",2
13.8.2025,100798,"52,81",19
13.8.2025,106330,"19,45",7
13.8.2025,111857,"72,26",26
13.8.2025,107156,"86,16",31
13.8.2025,106332,"33,35",12
13.8.2025,103741,"19,45",7
13.8.2025,105237,"83,38",30
13.8.2025,106327,"36,13",13
13.8.2025,106329,"130,63",47
13.8.2025,104086,"65,31","23,5"
13.8.2025,110381,"13,9",5
13.8.2025,108740,"2,78",1
13.8.2025,107976,"25,01",9
13.8.2025,106179,"22,23",8
13.8.2025,107975,"13,9",5
13.8.2025,108101,"79,67","28,667"
13.8.2025,105175,"8,34",3
13.8.2025,105176,"2,78",1
13.8.2025,105316,"52,81",19
13.8.2025,108764,"11,12",4
13.8.2025,105238,"2,78",1
13.8.2025,101075,"19,45",7
13.8.2025,104498,"11,12",4
13.8.2025,104085,"33,35",12
13.8.2025,104499,"5,56",2
13.8.2025,103422,"83,38",30
13.8.2025,104557,"30,57",11
13.8.2025,104236,"36,13",13
13.8.2025,103979,"423,84","152,5"
13.8.2025,103646,"-2,78",-1
13.8.2025,100832,"13,9",5
13.8.2025,103848,"22,23",8
13.8.2025,106300,"13,9",5
13.8.2025,101014,"44,47",16
13.8.2025,103930,"13,9",5
13.8.2025,105076,"2,78",1
13.8.2025,103755,"2,78",1
13.8.2025,108251,"16,68",6
13.8.2025,104073,"38,91",14
13.8.2025,103977,"55,59",20
13.8.2025,106716,107,"38,5"
13.8.2025,103949,"19,45",7
13.8.2025,106248,"41,69",15
13.8.2025,103420,"5,56",2
13.8.2025,104826,"5,56",2
13.8.2025,103464,"19,45",7
13.8.2025,104396,"36,13",13
13.8.2025,100535,"8,34",3
13.8.2025,107639,"16,68",6
13.8.2025,103950,"58,36",21
13.8.2025,108060,"8,34",3
