Customer,Customer Name,Region,City,Trade Channel,Segment,Seasonal,Тype
100661,ЮЖЕН БРЯГ МХС ЕООД,Търговище,НАДАРЕВО,Supermarket,Silver,Not Seasonal,At Home
102861,ВАС ДА МАР 21 ЕООД,Силистра,ДУЛОВО,Local Shop,Silver,Not Seasonal,At Home
107172,КРИСИ-ВИОЛЕТА ЦОНЕВА ЕТ ЕООД,Бургас,БУРГАС,Superette,Silver,Not Seasonal,At Home
103362,ДОБРЕВИ МММТ ЕООД ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
100330,РАЛНИК ООД ЕООД,Варна,БЕЛОГРАДЕЦ,Supermarket,Bronze,Not Seasonal,At Home
102067,МАГАЗИН ДУРХАН ЕООД,Варна,КУМАНОВО,Local Shop,Bronze,Not Seasonal,At Home
104382,ДЕНИС - 21 ЕООД ЕООД,Силистра,ГЛАВИНИЦА,Local Shop,Silver,Not Seasonal,At Home
101586,ХРАНИТЕЛНИ СТОКИ ЕООД,Силистра,КАЛИПЕТРОВО,Local Shop,Bronze,Not Seasonal,At Home
102476,МИХАИЛОВА И СИЕЕ ЕООД,Търговище,КРЪШНО,Local Shop,Iron,Not Seasonal,At Home
101488,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Шумен,ИЗБУЛ,Local Shop,Iron,Not Seasonal,At Home
104269,ИМПЕРИАЛ ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
100657,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Търговище,ЗДРАВЕЦ,Supermarket,Iron,Not Seasonal,At Home
101585,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Силистра,СРЕДИЩЕ,Local Shop,Bronze,Not Seasonal,At Home
102558,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Bronze,Not Seasonal,At Home
101545,ЛЕНМАРТ ЕООД ЕООД,Шумен,НОВИ ПАЗАР,Local Shop,Bronze,Not Seasonal,At Home
101964,МАГАЗИН 1 ЕООД,Добрич,ДОБРИЧ,Local Shop,Silver,Not Seasonal,At Home
107119,СТЕФАНОВИ ООД ЕООД,Бургас,БУРГАС,Superette,Bronze,Not Seasonal,At Home
107134,МАГАЗИН МАРИНА ЕООД,Бургас,БУРГАС,Superette,Gold,Not Seasonal,At Home
102787,ГЕОРГИ УЗУНОВ ЕТ ЕООД,Русе,БОРОВО,Local Shop,Silver,Not Seasonal,At Home
100679,ЦЕНТРАЛ - АРИФ АЛИ ЕТ ЕООД,Русе,ВЕТОВО,Supermarket,Bronze,Not Seasonal,At Home
103047,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Разград,ЛУДОГОРЦИ,Local Shop,Iron,Not Seasonal,At Home
102754,МАГАЗИН НИКОЛАЯ ЕООД,Русе,РУСЕ,Local Shop,Gold,Not Seasonal,At Home
107291,МАГАЗИН ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,КОНСТАНТИНОВО,Supermarket,Iron,Not Seasonal,At Home
103011,ПРЕМИЕР ФОРТ ЕООД,Добрич,ВАСИЛЕВО,Local Shop,Bronze,Not Seasonal,At Home
106854,ДИСО 59 ЕООД ЕООД,Бургас,ПОМОРИЕ,Nightclub,Bronze,Seasonal,Out of Home
108007,ВАСИЛЕНА 93 ИВАН ИВАНОВ ЕТ ЕООД,Бургас,НЕСЕБЪР,Restaurant,Silver,Seasonal,Out of Home
105660,АЛ САТ ЕООД ЕООД,Бургас,НЕСЕБЪР,Bar,Gold,Seasonal,Out of Home
109372,МАГАЗИН 2 ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
105892,СУИТЛИ ООД ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
110505,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Варна,ВАРНА,Fast-food,Bronze,Seasonal,Out of Home
104807,НУР-93 ЕООД ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
109374,ХРАНИТЕЛЕН МАГАЗИН АСЕНОВИ ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
105729,ХРАНИТЕЛЕН МАГАЗИН ЕСРА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Fast-food,Bronze,Not Seasonal,Out of Home
108088,ВЕЗНИ ЕООД,Варна,ВАРНА,Restaurant,Gold,Seasonal,Out of Home
101725,ВЕВА ЕООД,Варна,СУВОРОВО,Local Shop,Silver,Not Seasonal,At Home
110314,ХАСАН АЛИ ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
110038,ХРАНИТЕЛЕН МАГАЗИН ОЛИВИЯ ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
110369,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Бургас,НЕСЕБЪР,Fast-food,Silver,Seasonal,Out of Home
108618,ИДАРЕД ХАТЧЕ АЛИ ЕТ ЕООД,Бургас,СВЕТИ ВЛАС,Hotels,Bronze,Seasonal,Out of Home
102070,ХРАНИТЕЛЕН МАГАЗИН НАТАЛИ ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
103165,СУПЕРМАРКЕТ ПАУНОВИ ЕООД,Добрич,ДОБРИЧ,Local Shop,Silver,Not Seasonal,At Home
100735,МИНИМАРКЕТА ПАУНОВИ ЕООД,Разград,РАЗГРАД,Supermarket,Gold,Not Seasonal,At Home
104163,ХАС 62 ЕООД ЕООД,Бургас,СРЕДЕЦ,Local Shop,Gold,Not Seasonal,At Home
102632,ХТАНИТЕЛЕН МАГАЗИН ЕООД,Русе,ДВЕ МОГИЛИ,Local Shop,Gold,Not Seasonal,At Home
106290,СМЕСЕН МАГАЗИН ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
107296,РЕНИ ЕООД,Бургас,БУРГАС,Supermarket,Iron,Not Seasonal,At Home
102365,МИРДЖАН - АЙШЕ ХАЛИЛ ЕТ ЕООД,Бургас,АЙТОС,Local Shop,Silver,Not Seasonal,At Home
107013,НИЛ МН ЕООД,Русе,РУСЕ,Superette,Silver,Not Seasonal,At Home
100217,ЕМО 2006 ЕООД ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
100985,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Бургас,БУРГАС,Supermarket,Iron,Not Seasonal,At Home
107171,ХЕЛИОС ЕООД,Бургас,БУРГАС,Superette,Gold,Not Seasonal,At Home
102882,ЛИДЕР ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
103364,МИНИМАРКЕТА ХОМЛЕС ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
103607,ХЮГО ЕООД ЕООД,Бургас,КАРНОБАТ,Local Shop,Bronze,Not Seasonal,At Home
102925,КАРТАЛ - ЕМИН АХМЕД 58 ЕООД ЕООД,Русе,ЧЕРВЕНА ВОДА,Local Shop,Silver,Not Seasonal,At Home
100873,СТОРК ЕООД ЕООД,Бургас,ВИНАРСКО,Supermarket,Iron,Not Seasonal,At Home
102899,АЙШЕ АХМЕД ЕТ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
101570,ДЕРЕЛИ 72 ЕООД ЕООД,Силистра,АЛЕКОВО,Local Shop,Iron,Not Seasonal,At Home
102862,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Силистра,ЧЕРНОЛИК,Local Shop,Bronze,Not Seasonal,At Home
101659,ХАЙФЕ 2 ООД ЕООД,Силистра,ВОДНО,Local Shop,Bronze,Not Seasonal,At Home
106658,БОРДО ЕООД,Търговище,ОМУРТАГ,Superette,Silver,Not Seasonal,At Home
104454,ВЕЛИЗАРА ЕООД,Варна,РУДНИК,Local Shop,Silver,Not Seasonal,At Home
107245,ФЕРАД ФЕРАДОВ - 57 ЕООД,Бургас,РУДНИК,Supermarket,Bronze,Not Seasonal,At Home
100602,ХРАНИТЕЛЕН МАГАЗИН ДОНИКА ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Silver,Not Seasonal,At Home
100565,ХРАНИТЕЛЕН МАГАЗИН ТОФИ ЕООД,Бургас,КАБЛЕШКОВО,Supermarket,Silver,Not Seasonal,At Home
102883,ПК НАРКООП ЕООД,Русе,РУСЕ,Local Shop,Bronze,Not Seasonal,At Home
100258,ХРАНИТЕЛЕН МАГАЗИН АЙ СА ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
100591,ХРАНИТЕЛЕН МАГАЗИН МОНИ1 ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Gold,Seasonal,At Home
101395,ПАЛМА 2004 АРИФ ШАБАН ЕТ ЕООД,Шумен,ВЪРБИЦА,Local Shop,Gold,Not Seasonal,At Home
101252,ХРАНИТЕЛЕН МАГАЗИН МОНИ2 ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,At Home
102467,ШАТО НУНЕ ЕООД,Търговище,ОПАКА,Local Shop,Silver,Not Seasonal,At Home
107385,ПК ЛУДА  КАМЧИЯ ЕООД,Варна,АКСАКОВО,Restaurant,Gold,Not Seasonal,Out of Home
105512,ЕДЕЛВАЙС 88 ЕООД ЕООД,Бургас,РОСЕН,Cafe,Silver,Not Seasonal,Out of Home
101685,МХС ЕООД,Варна,БЕЛОСЛАВ,Local Shop,Iron,Not Seasonal,At Home
101175,ХРАНИТЕЛЕН МАГАЗИН КАРАМЕЛА ЕООД,Русе,ЧЕРВЕНА ВОДА,Cafe,Iron,Not Seasonal,At Home
101270,ХРАНИТЕЛЕН МАГАЗИН АЛЕКС ЕООД,Ямбол,САРАНСКО,Cafe,Silver,Not Seasonal,At Home
107238,МОЯТ МАГАЗИН ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Gold,Seasonal,At Home
107233,ФАТМЕ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Gold,Seasonal,At Home
110742,ЗЕР 80 ЕООД,Бургас,РОСЕН,Restaurant,Bronze,Seasonal,Out of Home
106223,БАЛКАН ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
101661,МАГАЗИН ЕООД,Силистра,АЙДЕМИР,Local Shop,Silver,Not Seasonal,At Home
100618,ХЕЛИОС ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Gold,Seasonal,At Home
103336,МИКС МАРКЕТ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Local Shop,Silver,Seasonal,At Home
102206,ХРАНИТЕЛЕН МАГАЗИН ГАЛ-МИ ЕООД,Бургас,ДОБРОМИР,Local Shop,Silver,Not Seasonal,At Home
100619,ТЕДИ ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Gold,Seasonal,At Home
100620,АЙШЕ ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Bronze,Seasonal,At Home
101456,МОЯТ МАГАЗИН ЕООД,Шумен,ЦАРЕВ БРОД,Local Shop,Iron,Not Seasonal,At Home
100970,МИНКА ЕНЕВА ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
109936,ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
102903,ЕТ МЕХМЕД - ФАТМЕ ХАЛИЛ ЕООД,Русе,НИКОЛОВО,Local Shop,Silver,Not Seasonal,At Home
101229,ЕТ НАЗМИ - НЕФИСЕ ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,At Home
103091,МХС КАШИЧЕВ ЕООД,Добрич,ОРЛЯК,Local Shop,Iron,Not Seasonal,At Home
102904,ХРАНИТЕЛЕН МАГАЗИН АНИТА ЕООД,Русе,МАРТЕН,Local Shop,Bronze,Not Seasonal,At Home
103801,ХРАНИТЕЛЕН МАГАЗИН ЕВРОПА ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
103365,ХРАНИТЕЛНИ СТОКИ МАГАТАР ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
103083,КРУЗ ЕООД,Добрич,НОВА КАМЕНА,Local Shop,Bronze,Not Seasonal,At Home
104340,ХРАНИТЕЛЕН МАГАЗИН КИШЕР ЕООД,Разград,БЕЛОВЕЦ,Local Shop,Iron,Not Seasonal,At Home
106229,Г.С. РАКОВСКИ ПК ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
111918,МИРКА 55 ЕООД ЕООД,Варна,СУВОРОВО,Local Shop,Bronze,Not Seasonal,At Home
100313,ИСА-4-ИВАНКА АЛЕКСИЕВА ЕТ ЕООД,Шумен,ШУМЕН,Supermarket,Iron,Not Seasonal,At Home
103906,ХРАНИТЕЛЕН МАГАЗИНА ПК ЗДРАВЕЦ ЕООД,Бургас,БУРГАС,Local Shop,Gold,Not Seasonal,At Home
102598,САМИ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
102863,ХАРАНИТЕЛЕН МАГАЗИН МИРО-75 ЕООД,Силистра,ТУТРАКАН,Local Shop,Iron,Not Seasonal,At Home
104157,МИНИ МАРКЕТ ИГЛИКА СТОУН ЕООД ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
102468,ИНАТАБУЛ МАРКЕТ ЕООД,Търговище,ПОПОВО,Local Shop,Silver,Not Seasonal,At Home
102469,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Търговище,ПОПОВО,Local Shop,Iron,Not Seasonal,At Home
112080,ПК Г С РАКОВСКИ ЕООД,Варна,ВАРНА,Superette,Bronze,Not Seasonal,At Home
104002,ХРАНИТЕЛЕН МАГАЗИН ПК ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
107299,БЪЛГАРИЯ ЕООД,Бургас,БУРГАС,Supermarket,Iron,Not Seasonal,At Home
102981,ФАМИЛА ЕООД,Разград,ИСПЕРИХ,Local Shop,Iron,Not Seasonal,At Home
102878,ПОНЧО 1 ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
111867,СКАЛАРИЯ ЕООД,Варна,ВАРНА,Superette,Bronze,Not Seasonal,At Home
103307,МИНИ МАРКЕТ ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
102643,ХРАНИТЕЛЕН МАГАЗИН ТАБАКО ТРЕЙДИНГ ЕООД,Русе,ОБРЕТЕНИК,Local Shop,Silver,Not Seasonal,At Home
102630,ХРАНИТЕЛЕН МАГАЗИН БЪЧВЕН ЕООД,Русе,ОБРЕТЕНИК,Local Shop,Bronze,Not Seasonal,At Home
102523,СОНЯ ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Iron,Not Seasonal,At Home
103612,СУПЕРМАРКЕТ ЕООД,Бургас,СУНГУРЛАРЕ,Local Shop,Iron,Not Seasonal,At Home
101185,ДЕЗИНГ ЕООД,Русе,СЛИВО ПОЛЕ,Cafe,Bronze,Not Seasonal,At Home
102053,ХРАНИТЕЛЕН МАГАЗИН ХРИГАЛ ЕООД,Варна,ЯРЕБИЧНА,Local Shop,Bronze,Not Seasonal,At Home
111934,МИРКА ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
101686,ХРАНИТЕЛЕН МАГАЗИН ФРАНКО ЕООД,Варна,КАЛОЯН,Local Shop,Bronze,Not Seasonal,At Home
106893,ХРАНИТЕЛЕН МАГАЗИН ПЛАМ-Ж ЕООД,Шумен,РАДКО ДИМИТРИЕВО,Superette,Iron,Not Seasonal,At Home
104500,СИМПЛИ МАРКЕТ ЕООД,Варна,ПРОВАДИЯ,Local Shop,Iron,Not Seasonal,At Home
102600,МАГАЗИН КОКИ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
101590,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Силистра,СИЛИСТРА,Local Shop,Bronze,Not Seasonal,At Home
107275,Г.С. РАКОВСКИ ПК ЕООД,Варна,ВАРНА,Hotels,Iron,Not Seasonal,At Home
103366,Мхс Веселина ЕООД,Варна,ГАЛАТА,Local Shop,Gold,Not Seasonal,At Home
106236,ЛЕНИ 88 ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
102470,МАГАЗИН ЕВРОПА ЕООД,Търговище,КАМБУРОВО,Local Shop,Iron,Not Seasonal,At Home
104356,ДЖЕНДОВА-МАРИЯ РАЕВА ЕТ ЕООД,Разград,БЕЛОВЕЦ,Local Shop,Gold,Not Seasonal,At Home
103822,МАГАЗИН ТРОПИК - 2 ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
104145,МЮНХЕН 2018 ЕООД ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
112006,МХС ПАЛМА ЧЕРЕША ЕООД,Бургас,БУРГАС,Local Shop,Iron,Not Seasonal,At Home
100822,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
101118,ХРАНИТЕЛЕН МАГАЗИН АРАБАДЖИЕВИ ЕООД,Шумен,ПРИСТОЕ,Cafe,Iron,Not Seasonal,At Home
102085,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Варна,ВАРНА,Local Shop,Iron,Not Seasonal,At Home
111987,МАГАЗИН САКИ ЕООД,Варна,ВАРНА,Local Shop,Iron,Not Seasonal,At Home
110767,ГЕДЖЕ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
103723,МАГАЗИН КАЛИНА ЕООД,Бургас,СЛАВЯНЦИ,Local Shop,Bronze,Not Seasonal,At Home
106702,ХРАНИТЕЛНИ СТОКИ ХЕРБА ЕООД,Бургас,БУРГАС,Superette,Silver,Not Seasonal,At Home
100901,ХРАНИТЕЛЕН МАГАЗИН НИКОЛОВ ЕООД,Бургас,БУРГАС,Supermarket,Iron,Not Seasonal,At Home
106325,АЛМИС ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
101663,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Силистра,СИЛИСТРА,Local Shop,Silver,Not Seasonal,At Home
102936,СЕЛЕКТ МАРКЕТ ХРАНИТЕЛНИ СТОКИ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
100818,ХРАН. МАГАЗИН ЕООД,Бургас,ДИМЧЕВО,Supermarket,Iron,Not Seasonal,At Home
107006,МАГАЗИН ТРОПИК ЕООД,Русе,РУСЕ,Superette,Silver,Not Seasonal,At Home
100015,ХРАНИТЕЛЕН МАГАЗИН ЙОДИГО ЕООД,Силистра,СИЛИСТРА,Local Shop,Gold,Not Seasonal,At Home
102472,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Търговище,ПОПОВО,Local Shop,Iron,Not Seasonal,At Home
102884,ХРАНИТЕЛЕН МАГАЗИН МАЯ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
105053,МАГАЗИН ЕООД,Добрич,КАВАРНА,Cafe,Iron,Not Seasonal,At Home
103537,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Ямбол,ЯМБОЛ,Local Shop,Bronze,Not Seasonal,At Home
100699,СМЕСЕН МАГАЗИН ЕООД,Русе,РУСЕ,Supermarket,Silver,Not Seasonal,At Home
104483,ХРАНИТЕЛЕН МАГАЗИН ЙО НИ ЕООД,Варна,СЛАВЕЙКОВО,Local Shop,Iron,Not Seasonal,At Home
102525,ЕЛИТ ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Iron,Not Seasonal,At Home
103954,АОСТОЛОВ ЕООД,Бургас,ПОМОРИЕ,Local Shop,Bronze,Not Seasonal,At Home
103866,ЪНТАНИ ЕООД,Бургас,ПОМОРИЕ,Local Shop,Bronze,Not Seasonal,At Home
103987,МАГАЗИН РЕД И РИЧИ ЕООД,Бургас,ПОМОРИЕ,Local Shop,Bronze,Not Seasonal,At Home
103851,хранителен магазин ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
104014,МАЛАКОВ-ПЕНЮ МАЛАКОВ ЕТ ЕООД,Бургас,ЦАРЕВО,Local Shop,Silver,Not Seasonal,At Home
111916,ХРАНИТЕЛЕН МАГАЗИН ПРАЙС ЕООД,Силистра,СИЛИСТРА,Local Shop,Gold,Not Seasonal,At Home
101662,СМЕСЕН МАГАЗИН ЕООД,Силистра,СИЛИСТРА,Local Shop,Bronze,Not Seasonal,At Home
103214,ИКОНОМОВИ ЕООД,Добрич,КАВАРНА,Local Shop,Gold,Not Seasonal,At Home
102900,ПОТРЕБИТЕЛНА КООПЕРАЦИЯ ЗЕМЕДЕЛЕЦ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
104147,ТИНКА ТОДОРОВА ЕООД,Бургас,БУРГАС,Local Shop,Gold,Not Seasonal,At Home
101193,ХРАНИТЕЛЕН МАГАЗИН ЕВА ЕООД,Русе,РУСЕ,Cafe,Bronze,Not Seasonal,At Home
103827,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
101048,Хранителен магазин ЕООД,Варна,БЯЛА,Supermarket,Silver,Not Seasonal,At Home
103075,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Разград,ОСЕНЕЦ,Local Shop,Gold,Not Seasonal,At Home
104354,ДИНКОВИ ЕООД,Разград,КУБРАТ,Local Shop,Bronze,Not Seasonal,At Home
100317,Магазин Фудини ЕООД,Силистра,СИЛИСТРА,Supermarket,Gold,Not Seasonal,At Home
107166,ЗИЯ ЕООД,Ямбол,РОЗА,Superette,Iron,Not Seasonal,At Home
111958,ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,ВАРНА,Local Shop,Iron,Not Seasonal,At Home
103056,хранителен магазин ЕООД,Разград,САМУИЛ,Local Shop,Bronze,Not Seasonal,At Home
100380,Хранителен магазин ЕООД,Варна,ВАРНА,Supermarket,Silver,Not Seasonal,At Home
101122,ЖАНИ - 83 ЕООД ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,At Home
111954,хранителен магазин ЕООД,Силистра,ДУЛОВО,Local Shop,Iron,Not Seasonal,At Home
100984,МХС МАРИО ЕООД,Бургас,СРЕДЕЦ,Supermarket,Silver,Not Seasonal,At Home
109672,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Бургас,СРЕДЕЦ,Fast-food,Gold,Not Seasonal,Out of Home
100078,МАЗАЗИН ХРАНИТЕЛНИ СТОКИ ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Iron,Not Seasonal,At Home
101005,МИМОЗА ЕООД,Бургас,БУРГАС,Supermarket,Bronze,Not Seasonal,At Home
111931,БЪНИ ЕООД,Варна,БЕЛОСЛАВ,Local Shop,Iron,Not Seasonal,At Home
111990,ХРАНИТЕЛНИ СТОКИ ЕООД,Бургас,БУРГАС,Local Shop,Gold,Not Seasonal,At Home
106704,ХР МН ЕООД,Бургас,ПОМОРИЕ,Superette,Silver,Seasonal,At Home
104150,ХР СТОКИ ЕООД,Бургас,МАРИНКА,Local Shop,Gold,Not Seasonal,At Home
101688,СТАРИЯ МАГАЗИН ЕООД,Варна,ДЕВНЯ,Local Shop,Gold,Not Seasonal,At Home
102346,ПЕРЛА ЕООД,Бургас,РАВДА,Local Shop,Bronze,Not Seasonal,At Home
101397,МХС ЕООД,Шумен,ШУМЕН,Local Shop,Silver,Not Seasonal,At Home
102372,ПРИМИЪМ МАРКЕТ ЕООД,Бургас,РАВДА,Local Shop,Silver,Seasonal,At Home
104044,КОМПЛИМЕНТ МАРКЕТ ЕООД,Бургас,РОСЕН,Local Shop,Bronze,Not Seasonal,At Home
103503,ХР СТОКИ ЕООД,Ямбол,ЯМБОЛ,Local Shop,Iron,Not Seasonal,At Home
102474,ХРАНИТЕЛНИ СТОКИ ЕООД,Търговище,СВЕТЛЕН,Local Shop,Gold,Not Seasonal,At Home
100997,МХС ЕООД,Бургас,СОЗОПОЛ,Supermarket,Gold,Seasonal,At Home
104344,МЕТЕОР ЕООД,Разград,ПРЕЛЕЗ,Local Shop,Bronze,Not Seasonal,At Home
107030,МАГАЗИН ДАСИ ЕООД,Русе,РУСЕ,Superette,Iron,Not Seasonal,At Home
100712,ИВАН СТЕФАНОВ 86 ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Gold,Seasonal,At Home
101429,МАГАЗИН НАДЕЖДА ЕООД,Шумен,ШУМЕН,Local Shop,Bronze,Not Seasonal,At Home
104144,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
101277,МОЯТ МАГАЗИН ЕООД,Ямбол,ЗИМНИЦА,Cafe,Silver,Not Seasonal,At Home
102371,ХРАНИТЕЛНИ СТОКИ ЕООД,Бургас,РАВДА,Local Shop,Silver,Seasonal,At Home
103323,ПЕРЛА ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
101596,ЧОЙС ЕООД,Силистра,СИЛИСТРА,Local Shop,Bronze,Not Seasonal,At Home
112090,ХРАНИТЕЛНИ СТОКИ ЕООД,Бургас,ЦАРЕВО,Superette,Bronze,Not Seasonal,At Home
100996,АНДРЕЕВА ЕООД,Бургас,СОЗОПОЛ,Supermarket,Gold,Seasonal,At Home
100991,МАГАЗИН ДАРИ ЕООД,Бургас,СОЗОПОЛ,Supermarket,Gold,Seasonal,At Home
103311,КАРОЛИНА МАРКЕТ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Local Shop,Gold,Seasonal,At Home
103824,МАГАЗИН МЕГА 2 ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
107064,ЛАЗУР ЕООД,Добрич,КАВАРНА,Superette,Gold,Not Seasonal,At Home
110228,МАГАЗИН ОЛИНЕЗА ЕООД,Варна,ЦОНЕВО,Fast-food,Silver,Not Seasonal,Out of Home
100196,МХС ЕООД,Бургас,БУРГАС,Local Shop,Silver,Seasonal,At Home
103215,МАГАЗИН ОДЕСА ЕООД,Добрич,КАВАРНА,Local Shop,Gold,Not Seasonal,At Home
100995,СВЕТЛАНА ЕООД,Бургас,ПРИМОРСКО,Supermarket,Silver,Seasonal,At Home
107228,100  КРИНИ ЕООД,Бургас,РАВДА,Supermarket,Gold,Seasonal,At Home
101265,МАГАЗИН ЕООД,Ямбол,МАЛОМИР,Cafe,Iron,Not Seasonal,At Home
102059,ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,КАМЕНАР,Local Shop,Iron,Not Seasonal,At Home
103057,ОАЗИС ЕООД,Разград,РАКОВСКИ,Local Shop,Bronze,Not Seasonal,At Home
101507,НИКИ ЕООД,Шумен,ЧЕРНОГЛАВЦИ,Local Shop,Iron,Not Seasonal,At Home
102370,МАГАЗИН ТИАРА ЕООД,Бургас,НЕСЕБЪР,Local Shop,Silver,Not Seasonal,At Home
107356,СЕВЪН ПЛЮС ЕООД,Варна,АВРЕН,Restaurant,Bronze,Seasonal,Out of Home
107066,ХРАНИТЕЛНИ СТОКИ ЕООД,Добрич,БАЛЧИК,Superette,Bronze,Seasonal,At Home
104143,ХРАНИТЕЛНИ СТОКИ ЕООД,Бургас,БУРГАС,Local Shop,Bronze,Not Seasonal,At Home
100621,ШОП ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Gold,Seasonal,At Home
100611,магазин ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Supermarket,Gold,Seasonal,At Home
