Customer,Customer Name,Region,City,Trade Channel,Segment,Seasonal,Тype
111009,ЛАФКА ЧОЧО ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Hotels,Gold,Seasonal,Out of Home
110234,ПАВИЛЬО ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110445,КРАСМОС 2 ЕООД,Бургас,БУРГАС,Fast-food,Iron,Not Seasonal,Out of Home
110455,МАГАЗИН ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Fast-food,Gold,Seasonal,Out of Home
110453,ГЕОРГИЕВ ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Fast-food,Gold,Seasonal,Out of Home
111822,ПАВИЛИОН ЕООД,Бургас,БУРГАС,Cafe,Silver,Not Seasonal,Out of Home
110341,МЕЛДИ ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
110772,СПРИНТ ЕООД,Варна,ВАРНА,Fast-food,Iron,Not Seasonal,Out of Home
110269,СТОПЧЕ ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Fast-food,Silver,Seasonal,Out of Home
110230,КРИСТАЛ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110750,МАРЧЕЛА ЕООД,Бургас,БУРГАС,Fast-food,Silver,Not Seasonal,Out of Home
111824,ПАВИЛЬОН ЕООД,Бургас,БУРГАС,Cafe,Gold,Not Seasonal,Out of Home
110274,АНДРОМЕДА ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Fast-food,Gold,Seasonal,Out of Home
107346,ЙОРУС 6 ЕООД,Варна,ВАРНА,Restaurant,Silver,Not Seasonal,Out of Home
101119,ПЕПИНО ДАП ЕООД,Шумен,ВЕНЕЦ,Cafe,Bronze,Not Seasonal,At Home
110231,КРИСТАЛ ЕООД,Варна,ВАРНА,Fast-food,Silver,Seasonal,Out of Home
111820,ПАМ НИК ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Cafe,Gold,Seasonal,Out of Home
106449,СЛАДОЛЕДЕНА ТОЧКА Ц МАРКЕТ ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
110150,ПАВИЛЬОН ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
111818,ПЛАМ ЕООД,Бургас,БУРГАС,Cafe,Silver,Not Seasonal,Out of Home
103981,ПАВИЛИОН ЕООД,Бургас,ПОМОРИЕ,Local Shop,Gold,Not Seasonal,At Home
110990,ГАЛИН КАЛЕВ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Hotels,Silver,Seasonal,Out of Home
101255,П-Н ТАБАКО ШОП ЕООД,Бургас,БУРГАС,Cafe,Silver,Not Seasonal,At Home
106462,КАФЕ ЗАКУСКИ ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
106480,МАГАЗИН ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
106482,КАБАКУМ ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
106484,НЮАНС ЕООД,Варна,ДОЛНИ ЧИФЛИК,Cafe,Iron,Not Seasonal,Out of Home
106522,П-Н ТАБАКО ШОП ЕООД,Варна,АКСАКОВО,Cafe,Silver,Not Seasonal,Out of Home
106606,МИТЕВА ЕООД,Бургас,СРЕДЕЦ,Cafe,Bronze,Not Seasonal,Out of Home
106543,I AND J TABACCO SHOP ЕООД,Бургас,БУРГАС,Cafe,Bronze,Not Seasonal,Out of Home
106561,ВАРНА УЛ РОЗА 20 ЕООД,Бургас,БУРГАС,Cafe,Silver,Not Seasonal,Out of Home
106371,ПАВИЛИОН ЦИГАРИ ЕООД,Бургас,СВЕТИ ВЛАС,Cafe,Silver,Not Seasonal,Out of Home
107828,БАДЕМА ЕООД,Бургас,МАЛКО ТЪРНОВО,Restaurant,Bronze,Not Seasonal,Out of Home
102879,СВЕТЛА ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
106575,ФЕНИКС ЕООД,Бургас,ПОМОРИЕ,Cafe,Iron,Not Seasonal,Out of Home
112067,ПЕКАРНА ЕООД,Сливен,СЛИВЕН,Superette,Iron,Not Seasonal,At Home
105844,ПАВИЛЬОН ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
101992,МАГАЗИН ЕООД,Варна,ВАРНА,Local Shop,Iron,Not Seasonal,At Home
101991,ВИСТА ОЙЛ ЕООД,Варна,ЛЮБЕН КАРАВЕЛОВО,Local Shop,Gold,Not Seasonal,At Home
110789,САНТОС ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
101008,МИСИ ЕООД,Бургас,ЦАРЕВО,Supermarket,Bronze,Seasonal,At Home
106574,ХИМОЙЛ ЕООД,Бургас,ПОМОРИЕ,Cafe,Iron,Not Seasonal,Out of Home
106516,ПАВИЛИОН ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
104936,ПАВИЛИОН СЛАДКА ПАУЗА ЕООД,Бургас,БУРГАС,Cafe,Bronze,Seasonal,Out of Home
110193,ЛУНАПАРК ОБЗОР ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110140,КОМИ 2014 ЕООД ЕООД,Варна,БЯЛА,Fast-food,Silver,Seasonal,Out of Home
107047,ПАВИЛИОН ЕООД,Велико Търново,ЕЛЕНА,Superette,Iron,Not Seasonal,At Home
107152,П С ТРЕЙД-21 ЕООД ЕООД,Ямбол,ЕЛХОВО,Superette,Bronze,Seasonal,At Home
107034,МАГАЗИН ГОРЧИВО ЕООД,Русе,РУСЕ,Superette,Iron,Not Seasonal,At Home
110366,БИСТРО ЕООД,Бургас,РАВДА,Fast-food,Bronze,Seasonal,Out of Home
102208,Сувенири ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Local Shop,Silver,Not Seasonal,At Home
108622,ХОРИЗОНТ М ЕООД ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Hotels,Gold,Seasonal,Out of Home
105330,ЕМКО ЕООД,Бургас,КАРНОБАТ,Cafe,Bronze,Not Seasonal,Out of Home
111348,БЪРЗИ ЗАУСКИ ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
104423,АЛФА 25 ООД ЕООД,Велико Търново,РАДАНОВО,Local Shop,Gold,Not Seasonal,At Home
107927,МХС ЕООД,Бургас,НЕСЕБЪР,Restaurant,Gold,Seasonal,Out of Home
110770,МАГАЗИН ЕЛЕНА ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
110771,МПС ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110766,МИНИ МАРКЕТ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
110769,ДЖИАННИ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
110768,МПС ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
102538,МПС ЕООД,Търговище,ЗДРАВЕЦ,Local Shop,Bronze,Not Seasonal,At Home
107324,ОРЕХА 2023 ЕООД,Варна,БЯЛА,Restaurant,Gold,Seasonal,Out of Home
103099,МАКЕ ЕООД,Разград,ЛУДОГОРЦИ,Local Shop,Iron,Not Seasonal,At Home
111680,МАРСИ ЕООД,Бургас,ОБЗОР,Fast-food,Silver,Seasonal,Out of Home
104413,ФРЕШ БАР ЕООД,Велико Търново,БАЛКАНЦИ,Local Shop,Bronze,Not Seasonal,At Home
105846,Сибел ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
101166,МАГАЗИН ЗА КАФЕ ЕООД,Търговище,ТЪРГОВИЩЕ,Cafe,Bronze,Not Seasonal,At Home
105910,КАШ АЛИ ЕООД,Бургас,БУРГАС,Fast-food,Iron,Not Seasonal,Out of Home
103828,МАЙ ШОП ДАНЪЧНО ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
105790,СТЕЛА ЕООД,Бургас,БУРГАС,Fast-food,Silver,Not Seasonal,Out of Home
103445,РУЖА ЕООД,Ямбол,ЯМБОЛ,Local Shop,Silver,Not Seasonal,At Home
103406,МАГАЗИН ЕООД,Сливен,СЛИВЕН,Local Shop,Iron,Not Seasonal,At Home
107940,ДАРК 2 ЕООД,Бургас,БУРГАС,Restaurant,Gold,Not Seasonal,Out of Home
100856,ПАВИЛИОН ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
100664,ПЕТРОВИ КОМЕРС 2 ЕООД,Шумен,ШУМЕН,Supermarket,Iron,Not Seasonal,At Home
101699,Бенита Ойл ЕООД,Варна,ДЕВНЯ,Local Shop,Gold,Not Seasonal,At Home
111284,Е ТРЕЙД ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
106709,Павилион Русе Табак ЕООД,Бургас,БУРГАС,Superette,Bronze,Not Seasonal,At Home
103212,СЛАДКАРСКИ ИЗДЕЛИЯ ЕООД,Добрич,БАЛЧИК,Local Shop,Silver,Not Seasonal,At Home
103713,ПАВИЛИОН РУСЕ ТАБАК ЕООД,Сливен,СЛИВЕН,Local Shop,Bronze,Not Seasonal,At Home
110365,ХИЖА БОЖУР ЕООД,Бургас,БУРГАС,Fast-food,Iron,Not Seasonal,Out of Home
105952,ГАБИМОН СПИРКА ЕООД,Бургас,АЙТОС,Fast-food,Iron,Not Seasonal,Out of Home
100029,ПАВИЛИОН ЕООД,Добрич,ДОБРИЧ,Local Shop,Bronze,Not Seasonal,At Home
110880,ПАВИЛИОН ЕООД,Бургас,БУРГАС,Restaurant,Gold,Not Seasonal,Out of Home
109641,ОЧЕК ЕООД,Варна,ВАРНА,Fast-food,Iron,Not Seasonal,Out of Home
103982,ПАВИЛИОН ЕООД,Бургас,БУРГАС,Local Shop,Iron,Not Seasonal,At Home
103255,ПАВИЛИОН РУСЕ ТАБАК ЕООД,Добрич,ДОБРИЧ,Local Shop,Bronze,Not Seasonal,At Home
100257,NON STOP РУСЕ ТАБАК ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
111413,ПАВИЛИОН РУСЕ ТАБАК ЕООД,Бургас,БУРГАС,Fast-food,Silver,Not Seasonal,Out of Home
109420,ПАВИЛИОН РУСЕ ТАБАК ЕООД,Бургас,БУРГАС,Fast-food,Silver,Not Seasonal,Out of Home
105210,ПАВИЛИОНЪТ ЕООД,Бургас,НЕСЕБЪР,Cafe,Silver,Seasonal,Out of Home
100278,ПАВИЛИОН ЕООД,Ямбол,ТЕНЕВО,Local Shop,Bronze,Seasonal,At Home
104310,ПАВИЛЬОН ЕООД,Силистра,ЧЕРНИК,Local Shop,Silver,Not Seasonal,At Home
106250,ПАВИЛЬОН ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Gold,Not Seasonal,At Home
100637,КАФЕВАРКА ЕООД,Търговище,ГАГОВО,Supermarket,Bronze,Not Seasonal,At Home
110595,ПАВИЛИОН РУСЕ ТАБАК ЕООД,Бургас,БУРГАС,Fast-food,Gold,Not Seasonal,Out of Home
103562,РУПИКОМ ЕООД,Бургас,ЛОЗАРЕВО,Local Shop,Bronze,Not Seasonal,At Home
109757,ПАВИЛИОН ЕООД,Варна,ДЕБЕЛЕЦ,Hotels,Iron,Not Seasonal,Out of Home
105459,БАДЕМА ЕООД,Бургас,БУРГАС,Cafe,Iron,Not Seasonal,Out of Home
101707,КАРИНА 2004 ЕООД,Варна,СУВОРОВО,Local Shop,Gold,Not Seasonal,At Home
104858,ЛЪЧЕЗАР ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
110168,SHOP ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
110555,TABACCO SHOP ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
101231,ЗАРКОВ ЕООД,Сливен,СЛИВЕН,Cafe,Bronze,Not Seasonal,At Home
106231,МАГАЗИН ЕООД,Добрич,ДОБРИЧ,Local Shop,Silver,Not Seasonal,At Home
100126,МИТЕВА ТАВРИЯ ЕООД,Добрич,ДОБРИЧ,Local Shop,Bronze,Not Seasonal,At Home
106339,БЮФЕТ ЕФЕ ЕООД,Русе,РУСЕ,Local Shop,Silver,Not Seasonal,At Home
111848,МИТВВА ЕООД,Варна,ВАРНА,Restaurant,Bronze,Not Seasonal,Out of Home
100944,ГЕОРГИ МИТЕВ ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
112013,ГЕОРГИ МИТЕВ ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
100942,ЩАНД ПАРАДАЙС ПРОПЪРТИ ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
100948,ГЕОРГИ МИТЕВ ЕООД,Бургас,БУРГАС,Supermarket,Silver,Not Seasonal,At Home
106241,ХР МН ЕООД,Бургас,СЛЪНЧЕВ БРЯГ,Local Shop,Iron,Not Seasonal,At Home
101375,ДИН 2017 ЕООД,Бургас,БУРГАС,Nightclub,Bronze,Not Seasonal,Out of Home
108078,ЗАХАРЧЕТО ЕООД,Бургас,ПОМОРИЕ,Restaurant,Silver,Seasonal,Out of Home
104018,ШАМПИОН ЕООД,Ямбол,ЛЕСОВО,Local Shop,Gold,Not Seasonal,At Home
103521,ПАВИЛИОН 19 ЕООД,Ямбол,МОГИЛА,Local Shop,Gold,Not Seasonal,At Home
111964,НОН СТОП СПАЙДЪР ЕООД,Сливен,СЛИВЕН,Local Shop,Silver,Not Seasonal,At Home
100762,НОН СТОП ЕООД,Ямбол,ЯМБОЛ,Supermarket,Bronze,Not Seasonal,At Home
111885,ГЕОРГИ МИТЕВ КИНО ДОБРИЧ ЕООД,Ямбол,ЯМБОЛ,Superette,Iron,Not Seasonal,At Home
110334,ПРЕСТИЖ ЕООД,Стара Загора,ВЕТРЕН,Fast-food,Iron,Not Seasonal,Out of Home
106719,ПИК КОСЕВА ЕООД,Ямбол,ЕЛХОВО,Superette,Gold,Not Seasonal,At Home
103520,ЖУЛ МАР ЕООД,Ямбол,ЯМБОЛ,Local Shop,Silver,Not Seasonal,At Home
104024,АЛЕКО ЕООД,Ямбол,БОЛЯРОВО,Local Shop,Bronze,Not Seasonal,At Home
103697,П-Н ТАБАКО ШОП ЕООД,Сливен,КОТЕЛ,Local Shop,Bronze,Not Seasonal,At Home
100761,ДКЦ 2 ЕООД,Ямбол,ЯМБОЛ,Supermarket,Bronze,Not Seasonal,At Home
103695,ПАВИЛИОН ЕООД,Сливен,СЛИВЕН,Local Shop,Iron,Not Seasonal,At Home
104256,МАГАЗИН ЕООД,Бургас,БУРГАС,Local Shop,Silver,Not Seasonal,At Home
103519,БОРИСОВ ДЕНЕВ ЕООД,Ямбол,ЯМБОЛ,Local Shop,Silver,Not Seasonal,At Home
104025,СИМОВА 2 ЕООД,Ямбол,ЕЛХОВО,Local Shop,Silver,Not Seasonal,At Home
104461,ПЕРКС ЕООД,Ямбол,СТРАЛДЖА,Local Shop,Gold,Not Seasonal,At Home
103390,НИКСЪН  ГРУП ЕООД ЕООД,Сливен,СЛИВЕН,Local Shop,Silver,Not Seasonal,At Home
103391,ПАВИЛИОН ЗА РИБА ЕООД,Сливен,СЛИВЕН,Local Shop,Iron,Not Seasonal,At Home
103397,ДЕНОНОЩЕН ЕООД,Сливен,СЛИВЕН,Local Shop,Silver,Not Seasonal,At Home
104180,ТРЕОПЛАМ ЕООД,Ямбол,ТЕНЕВО,Local Shop,Silver,Not Seasonal,At Home
104058,ПЕКАРНА ЕООД,Ямбол,ЕЛХОВО,Local Shop,Gold,Not Seasonal,At Home
106283,ПАВИЛИОН ЕООД,Ямбол,ЯМБОЛ,Local Shop,Iron,Not Seasonal,At Home
100158,БРЕВИС ИСМ ЕООД ЕООД,Сливен,СЛИВЕН,Local Shop,Bronze,Not Seasonal,At Home
104422,КИТО-С. И В.- СТОЯН ВЕЛЧЕВ ЕТ ЕООД,Ямбол,СТРАЛДЖА,Local Shop,Gold,Not Seasonal,At Home
100286,ХРАНИТЕЛНИ И НЕХРАНИТЕЛНИ СТОКИ ЕООД,Ямбол,ЛОЗЕНЕЦ,Local Shop,Silver,Not Seasonal,At Home
100758,СЕЛЕКТ ЕООД,Ямбол,ЯМБОЛ,Supermarket,Gold,Not Seasonal,At Home
100757,ФИЛИП КОСТОВ ЕООД,Ямбол,ЯМБОЛ,Supermarket,Gold,Not Seasonal,At Home
103536,ФИЕСТА ПЛЮС ЕООД,Ямбол,ЯМБОЛ,Local Shop,Bronze,Not Seasonal,At Home
103442,ДСМ АВТОМИВКА ЕООД,Ямбол,ЯМБОЛ,Local Shop,Iron,Not Seasonal,At Home
112049,ТАБАКО ШОП- АЛЬОРА ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
112051,БГ НАЦИОНАЛНА КУХНЯ ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
102935,ТАБАКО ЕООД,Русе,ГЛОДЖЕВО,Local Shop,Silver,Not Seasonal,At Home
106282,М-Н АВИКО ЕООД,Ямбол,ЯМБОЛ,Local Shop,Iron,Not Seasonal,At Home
103100,МИО АМИКО ЕООД,Разград,ВЛАДИМИРОВЦИ,Local Shop,Silver,Not Seasonal,At Home
103101,ДИНЕРО 90 ЕООД ЕООД,Разград,ВЛАДИМИРОВЦИ,Local Shop,Silver,Not Seasonal,At Home
110175,КРУИЗ ЕООД,Бургас,БУРГАС,Fast-food,Bronze,Not Seasonal,Out of Home
104122,ПАВИЛИОН ЕООД,Бургас,ЦАРЕВО,Local Shop,Silver,Not Seasonal,At Home
104098,ОРХИДЕЯ ЕООД,Ямбол,МЕЛНИЦА,Local Shop,Bronze,Not Seasonal,At Home
104091,ПАВИЛИОН ЕООД,Ямбол,ЕЛХОВО,Local Shop,Bronze,Not Seasonal,At Home
103686,Павилион ЕООД,Сливен,ГЛУФИШЕВО,Local Shop,Silver,Not Seasonal,At Home
103692,ОРХИДЕЯ ЕООД,Сливен,КОТЕЛ,Local Shop,Bronze,Seasonal,At Home
111977,ТОРНАДО ЕООД,Ямбол,ЯМБОЛ,Local Shop,Silver,Not Seasonal,At Home
102675,СПИРКА ХИТОВ ЕООД,Велико Търново,ДРАГИЖЕВО,Local Shop,Silver,Not Seasonal,At Home
103417,ХРАН. МАГАЗИН ГАЛИНА ЕООД,Сливен,СЛИВЕН,Local Shop,Bronze,Not Seasonal,At Home
104472,ДЮНЕР ПИЦА ЕООД,Ямбол,СТРАЛДЖА,Local Shop,Bronze,Not Seasonal,At Home
111968,ПАВИЛИОН ЕООД,Сливен,СЛИВЕН,Local Shop,Silver,Not Seasonal,At Home
107074,ГРЕТО ЕООД,Сливен,СЛИВЕН,Superette,Iron,Not Seasonal,At Home
103456,ПАВИЛИОН ЕООД,Ямбол,ЯМБОЛ,Local Shop,Iron,Not Seasonal,At Home
103693,"ПРЯСНА,ПЕЧЕНА И ПЪРЖЕНА РИБА ЕООД",Сливен,КРУШАРЕ,Local Shop,Bronze,Not Seasonal,At Home
103694,ПАВИЛИОН ЕООД,Сливен,БЛАТЕЦ,Local Shop,Gold,Not Seasonal,At Home
100807,ФРОСИ ЕООД,Сливен,ТОПОЛЧАНЕ,Supermarket,Gold,Not Seasonal,At Home
111974,ЕДИ ЕРГУН ЕООД,Сливен,СЛИВЕН,Local Shop,Bronze,Not Seasonal,At Home
106723,ПАВИЛИОН ЕООД,Ямбол,ЕЛХОВО,Superette,Gold,Not Seasonal,At Home
100801,Магазин ЕООД,Ямбол,ЯМБОЛ,Supermarket,Gold,Not Seasonal,At Home
112007,ПЛОД И ЗЕЛЕНЧУК ЕООД,Ямбол,ЕЛХОВО,Local Shop,Bronze,Not Seasonal,At Home
103394,ПАВИЛИОН ЕООД,Сливен,СЛИВЕН,Local Shop,Bronze,Not Seasonal,At Home
103389,ПАВИЛИОН ЕООД,Сливен,СЛИВЕН,Local Shop,Gold,Not Seasonal,At Home
104611,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Bronze,Not Seasonal,At Home
104438,ПАВИЛИОН ЕООД,Велико Търново,КРУШЕТО,Local Shop,Bronze,Not Seasonal,At Home
105280,ПАВИЛИОН ЕООД,Велико Търново,КРУШЕТО,Cafe,Silver,Not Seasonal,At Home
101045,ДЕНОНОЩЕН МАГАЗИН ДЕН И НОЩ ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Iron,Not Seasonal,At Home
104626,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Iron,Not Seasonal,At Home
101082,Магазин ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Iron,Not Seasonal,At Home
104418,ПАВИЛИОН ЕООД,Велико Търново,ПЪРВОМАЙЦИ,Local Shop,Bronze,Not Seasonal,At Home
104627,ПВИЛИОН ЕООД,Велико Търново,ЛЕДЕНИК,Local Shop,Bronze,Not Seasonal,At Home
102627,МАГАЗИН ЛАЙФ ЕООД,Русе,КАРАН ВЪРБОВКА,Local Shop,Bronze,Not Seasonal,At Home
102676,НОН СТОП ДАНИ ЕООД,Велико Търново,ГОРНА ОРЯХОВИЦА,Local Shop,Bronze,Not Seasonal,At Home
102717,ПАВИЛИОН ЕООД,Велико Търново,КЪПИНОВО,Local Shop,Iron,Not Seasonal,At Home
102673,ПАВИЛИОН ГЕОЛЕНА ЕООД,Велико Търново,ЧАКАЛИ,Local Shop,Silver,Not Seasonal,At Home
104424,ПАВИЛИОН ЕООД,Велико Търново,ОБЕДИНЕНИЕ,Local Shop,Iron,Not Seasonal,At Home
101064,МХС ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Bronze,Not Seasonal,At Home
104433,МАГАЗИН ЗАХАРНИ ИЗДЕЛИЯ ЕООД,Велико Търново,ЯНТРА,Local Shop,Iron,Not Seasonal,At Home
102671,ПАВИЛИОН ЕООД,Велико Търново,ДРАГИЖЕВО,Local Shop,Iron,Not Seasonal,At Home
101074,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Iron,Not Seasonal,At Home
104628,Магазинчето ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Iron,Not Seasonal,At Home
104629,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Iron,Not Seasonal,At Home
104630,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Silver,Not Seasonal,At Home
104631,АЙС ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Iron,Not Seasonal,At Home
104678,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Bronze,Not Seasonal,At Home
104434,МАГАЗИН ЕМИ ЕООД,Велико Търново,ПИСАРЕВО,Local Shop,Iron,Not Seasonal,At Home
104435,ПАВИЛИОН ЕООД,Велико Търново,СТРАХИЛОВО,Local Shop,Bronze,Not Seasonal,At Home
106661,ПАВИЛЬОН ЕООД,Велико Търново,ЕЛЕНА,Superette,Gold,Not Seasonal,At Home
104436,HAPPY CAT ЕООД,Велико Търново,РЕСЕН,Local Shop,Bronze,Not Seasonal,At Home
104633,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Iron,Not Seasonal,At Home
101065,МХС ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Iron,Not Seasonal,At Home
101081,КОЛЕЛОТО ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Bronze,Not Seasonal,At Home
104723,МПС ЕООД,Велико Търново,ДЕБЕЛЕЦ,Local Shop,Iron,Not Seasonal,At Home
104412,ДАРИСА ЕООД,Велико Търново,ПОЛСКИ ТРЪМБЕШ,Local Shop,Iron,Not Seasonal,At Home
104437,ПАВИЛИОН ЕООД,Велико Търново,ДРАГАНОВО,Local Shop,Gold,Not Seasonal,At Home
106738,ЖУЖКА ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Superette,Bronze,Not Seasonal,At Home
104431,МАГАЗИН ДЕЙЗИ ЕООД,Велико Търново,ЦАРСКИ ИЗВОР,Local Shop,Iron,Not Seasonal,At Home
104416,ПАВИЛИОН ЕООД,Велико Търново,ВЪРБИЦА,Local Shop,Iron,Not Seasonal,At Home
102713,ПАВИЛИОН ЕООД,Велико Търново,ЦЕРОВА КОРИЯ,Local Shop,Iron,Not Seasonal,At Home
107214,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Superette,Silver,Not Seasonal,At Home
104641,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Silver,Not Seasonal,At Home
107217,ЖЕТИ ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Superette,Silver,Not Seasonal,At Home
102714,АЛКОХОЛ И ЦИГАРИ МГ ЕООД,Велико Търново,ГОРНА ОРЯХОВИЦА,Local Shop,Silver,Not Seasonal,At Home
102715,ПАВИЛИОН ЕООД,Велико Търново,ЕЛЕНА,Local Shop,Iron,Not Seasonal,At Home
104414,ПАВИЛИОН ЕООД,Велико Търново,ОБЕДИНЕНИЕ,Local Shop,Iron,Not Seasonal,At Home
102841,ПАВИЛИОН ЕООД,Русе,БОРОВО,Local Shop,Bronze,Not Seasonal,At Home
104430,ФЕЯ ЕООД,Велико Търново,АСЕНОВО,Local Shop,Iron,Not Seasonal,At Home
104410,ПАВИЛИОН ЕООД,Велико Търново,ГОРСКИ СЕНОВЕЦ,Local Shop,Iron,Not Seasonal,At Home
104411,ТАБАКО ПРЕМИУМ ЕООД,Велико Търново,ПЕТКО КАРАВЕЛОВО,Local Shop,Silver,Not Seasonal,At Home
104439,Павилион ЕООД,Велико Търново,ИВАНЧА,Local Shop,Bronze,Not Seasonal,At Home
104639,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Bronze,Not Seasonal,At Home
102716,МХС ЕООД,Велико Търново,ГОРНА ОРЯХОВИЦА,Local Shop,Silver,Not Seasonal,At Home
112026,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Bronze,Not Seasonal,At Home
104625,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Silver,Not Seasonal,At Home
106995,СЛАДКО МЕЖДУЧАСИЕ ЕООД,Велико Търново,ЕЛЕНА,Superette,Gold,Not Seasonal,At Home
107282,МАГАЗИН БУРГАСМЕД ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Hotels,Bronze,Not Seasonal,At Home
104637,ПИАНО БАР ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Silver,Not Seasonal,At Home
104650,ПАВИЛИОН СПИРКА ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Silver,Not Seasonal,At Home
101057,МПС ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Supermarket,Silver,Not Seasonal,At Home
104796,МХС ЕООД,Велико Търново,ЦЕНОВО,Local Shop,Iron,Not Seasonal,At Home
104725,ПАВИЛИОН ЕООД,Велико Търново,СТРАЖИЦА,Local Shop,Silver,Not Seasonal,At Home
104635,ПАВИЛИОН ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Local Shop,Bronze,Not Seasonal,At Home
